Pgroup,Lp,Pkod,Pname,p_sale_in_time,Psale,Pavarage_stock,Rotation_in_days,Rotation_in_times
PET'S FOOD,1,6599,FRYTKI AVIKO 900 G,0.005347594,2,0,0,
PET'S FOOD,1,3452,FRYTKI KARBOWA 450 G,0.016042781,6,0,0,
PET'S FOOD,1,8037,FRYTKI ORGINA? 750 G IGLOT,0.032085561,12,0,0,
PET'S FOOD,1,9238,GROSZEK Z MARCH 450G NORDIS,0.050802139,19,0,0,
PET'S FOOD,1,6998,JOGURT ZOTT 125 G SERDUSZKO,0.205882353,77,0,0,
PET'S FOOD,1,5049,KALAFIOR 500 G,0.002673797,1,0,0,
PET'S FOOD,1,4586,KALAFIOR MROZONY 500 G,0.010695187,4,0,0,
PET'S FOOD,1,14557,KALAFIOR MROZONY NORDIS,0.061497326,23,0,0,
PET'S FOOD,1,1652,KLUSKI SLASKIE  Z DZIURK? 450GR NORDIS,0.021390374,8,0,0,
PET'S FOOD,1,7437,KNEDLE TRUSKAWKOWE 450 G,0.00802139,3,0,0,
PET'S FOOD,1,9303,KOPYTKA 450 G,0.037433155,14,0,0,
PET'S FOOD,1,7236,LAURKA,0.002673797,1,0,0,
PET'S FOOD,1,12274,LOD ROLADA PARADISO ADWOKAT LUX 1000,0.005347594,2,0,0,
PET'S FOOD,1,12263,LOD ROZEK ORZECHOWE ICE MASTRY,0.040106952,15,0,0,
PET'S FOOD,1,5769,LOD W KOSTKACH 1 KG,0.016042781,6,0,0,
PET'S FOOD,1,7527,LODT CZEKOLADA 900 ML ALGIDA,0.045454545,17,0,0,
PET'S FOOD,1,7968,LODY  /,0.005347594,2,0,0,
PET'S FOOD,1,7967,LODY ...,0.013368984,5,0,0,
PET'S FOOD,1,5122,LODY 450 ML MANGO,0.016042781,6,0,0,
PET'S FOOD,1,9088,LODY 900 ML BIG MILK SMIET.,0.106951872,40,0,0,
PET'S FOOD,1,1921,LODY BAJKA W CZEKOLADZIE,1.486631016,556,0,0,
PET'S FOOD,1,7525,LODY BAKALIOWE 1 L ALGIDA,0.005347594,2,0,0,
PET'S FOOD,1,7241,LODY BASALA KUBEK 150 ML,0.029411765,11,0,0,
PET'S FOOD,1,9822,LODY BIG MILK 180 G KOSTKA,0.120320856,45,0,0,
PET'S FOOD,1,9084,LODY BIG MILK CHOCO,0.847593583,317,0,0,
PET'S FOOD,1,7593,LODY BIG MILK CHOCO 100 ML,0.804812834,301,0,0,
PET'S FOOD,1,7594,LODY BIG MILK FRUIT 100G,0.106951872,40,0,0,
PET'S FOOD,1,9086,LODY BIG MILK FRUUT,0.518716578,194,0,0,
PET'S FOOD,1,13362,LODY BIG MILK STRACIAT,0.061497326,23,0,0,
PET'S FOOD,1,9087,LODY BIG MILK TOFFE 100ML,0.136363636,51,0,0,
PET'S FOOD,1,9711,LODY BIG MILK TOFFI,0.288770053,108,0,0,
PET'S FOOD,1,7348,LODY BIG MILK ZE SW.MLEKIEM,0.994652406,372,0,0,
PET'S FOOD,1,15235,LODY BIG SMYK,0.077540107,29,0,0,
PET'S FOOD,1,1191,LODY BIG TOFFI ALGIDA,0.002673797,1,0,0,
PET'S FOOD,1,8842,LODY BRACI KORAL 900 Z CIASTECZKAMI,0.053475936,20,0,0,
PET'S FOOD,1,18802,LODY CADENZA 0.9 L,0.005347594,2,0,0,
PET'S FOOD,1,9614,LODY CADENZO 900 ML,0.021390374,8,0,0,
PET'S FOOD,1,9091,LODY CARTE DOR 750 ML WAMILIA,0.016042781,6,0,0,
PET'S FOOD,1,1452,LODY CASSATE,0.013368984,5,0,0,
PET'S FOOD,1,11033,LODY CASSATE 400 ML,0.104278075,39,0,0,
PET'S FOOD,1,9415,LODY CASSATE 550 ML,0.034759358,13,0,0,
PET'S FOOD,1,9753,LODY CASSATE 550 ML NORDIS,0.032085561,12,0,0,
PET'S FOOD,1,7508,LODY CHOCKOBERRY 60 ML,0.211229947,79,0,0,
PET'S FOOD,1,7526,LODY CIASTECZKA 900 ML ALGIDA,0.00802139,3,0,0,
PET'S FOOD,1,8716,LODY CLIIR,0.00802139,3,0,0,
PET'S FOOD,1,3006,LODY COFFE LATTE 200 ML,0.200534759,75,0,0,
PET'S FOOD,1,17514,LODY COLO COLD,0.034759358,13,0,0,
PET'S FOOD,1,1985,LODY CORNETTO 125 ML,0.072192513,27,0,0,
PET'S FOOD,1,5650,LODY D OR CHERRY LIQUEUR 900ML,0.002673797,1,0,0,
PET'S FOOD,1,7259,LODY DRILL,0.002673797,1,0,0,
PET'S FOOD,1,9865,LODY FINEZJA ?MIETANA MALINA 700G,0.013368984,5,0,0,
PET'S FOOD,1,9580,LODY GEMINI 65 ML,0.106951872,40,0,0,
PET'S FOOD,1,15418,LODY GRAND,0.122994652,46,0,0,
PET'S FOOD,1,5631,LODY GRAND,0.005347594,2,0,0,
PET'S FOOD,1,7859,LODY GRAND GOLD,0.058823529,22,0,0,
PET'S FOOD,1,9607,LODY GRAND GOLD ORANGE 120 ML,0.058823529,22,0,0,
PET'S FOOD,1,9605,LODY GRAND GOLD PANA COTA,0.098930481,37,0,0,
PET'S FOOD,1,3616,LODY GRAND LOTERIA,0.013368984,5,0,0,
PET'S FOOD,1,9705,LODY GRAND MINT 120 ML,0.034759358,13,0,0,
PET'S FOOD,1,15136,LODY GRAND SMIET/O,0.120320856,45,0,0,
PET'S FOOD,1,9128,LODY GRZESKI ROZEK 110 ML,0.251336898,94,0,0,
PET'S FOOD,1,7906,LODY HELA 82 G,0.082887701,31,0,0,
PET'S FOOD,1,5348,LODY ICE CREM 1 L,0.018716578,7,0,0,
PET'S FOOD,1,7523,LODY ICE FRESH 200 ML,0.160427807,60,0,0,
PET'S FOOD,1,7524,LODY ICE FRESH 200 ML,0.042780749,16,0,0,
PET'S FOOD,1,7965,LODY ICE.,0.005347594,2,0,0,
PET'S FOOD,1,6899,LODY JAK DAWNIEJ 450 ML SLONY KARMEL,0.032085561,12,0,0,
PET'S FOOD,1,5123,LODY JAK DAWNIEJ 450 ML SMIE-WISN,0.034759358,13,0,0,
PET'S FOOD,1,6900,LODY JAK DAWNIEJ 900 ML BAKALIA,0.016042781,6,0,0,
PET'S FOOD,1,6901,LODY JAK DAWNIEJ 900 ML CZEK.BELGIJSKA,0.072192513,27,0,0,
PET'S FOOD,1,6902,LODY JAK DAWNIEJ 900 ML SMIET+TRUS,0.021390374,8,0,0,
PET'S FOOD,1,18660,LODY JAK DAWNIEJ 900 ML SMIET+WISNIA,0.064171123,24,0,0,
PET'S FOOD,1,6904,LODY JAK DAWNIEJ 900 ML TRU+TYRAM,0.032085561,12,0,0,
PET'S FOOD,1,5610,LODY JAK DAWNIEJ 900 ML Z CIASTE.,0.016042781,6,0,0,
PET'S FOOD,1,7356,LODY JAK DAWNIEJ BAKALIA 120 ML,0.016042781,6,0,0,
PET'S FOOD,1,5611,LODY JAK DAWNIEJ CAFFE 900 ML,0.021390374,8,0,0,
PET'S FOOD,1,5442,LODY JAK DAWNIEJ MIETA 450 ML,0.040106952,15,0,0,
PET'S FOOD,1,6143,LODY JOCKER  KORAL,0.342245989,128,0,0,
PET'S FOOD,1,9125,LODY KAKTUS,0.299465241,112,0,0,
PET'S FOOD,1,9410,LODY KAKTUS  ML,0.125668449,47,0,0,
PET'S FOOD,1,9951,LODY KAKTUS 45ML,0.457219251,171,0,0,
PET'S FOOD,1,9990,LODY KAKTUS NESTLA 100ML,0.267379679,100,0,0,
PET'S FOOD,1,9914,LODY KARMEL 50 ML,0.101604278,38,0,0,
PET'S FOOD,1,9357,LODY KIBICA 900 ML,0.010695187,4,0,0,
PET'S FOOD,1,7510,LODY KLAPS 105 ML,0.106951872,40,0,0,
PET'S FOOD,1,9540,LODY KOKTAJLOWE KUKULKA,2.187165775,818,0,0,
PET'S FOOD,1,2387,LODY KOLORKI MAX,0.077540107,29,0,0,
PET'S FOOD,1,9220,LODY KOLOROWE LATO 1 L,0.005347594,2,0,0,
PET'S FOOD,1,9219,LODY KOLOROWE LATO 1000ML,0.005347594,2,0,0,
PET'S FOOD,1,9221,LODY KOLOROWE LATO.,0.002673797,1,0,0,
PET'S FOOD,1,9377,LODY KOLOROWE LATO..,0.005347594,2,0,0,
PET'S FOOD,1,5653,LODY KORAL 900 ML WANILIA,0.005347594,2,0,0,
PET'S FOOD,1,7405,LODY KOSTKA SNIEZNA SMIET.,0.090909091,34,0,0,
PET'S FOOD,1,2120,LODY KUBEK KORAL 200ML,0.318181818,119,0,0,
PET'S FOOD,1,3007,LODY KUBUS,0.002673797,1,0,0,
PET'S FOOD,1,5222,LODY KUBUS PLAY 50 ML,0.163101604,61,0,0,
PET'S FOOD,1,9413,LODY KUBUS PLAY 55 ML,0.29144385,109,0,0,
PET'S FOOD,1,5114,LODY LULEK BARWIACY,0.040106952,15,0,0,
PET'S FOOD,1,355,LODY LULEK MIX BARWIJEZOR,0.00802139,3,0,0,
PET'S FOOD,1,7083,LODY MAGNUM 88 G,0.144385027,54,0,0,
PET'S FOOD,1,9099,LODY MAGNUM 90 ML PRALIN,0.13368984,50,0,0,
PET'S FOOD,1,13006,LODY MAGNUM CLASSIC,0.267379679,100,0,0,
PET'S FOOD,1,19593,LODY MAGNUN  ALMOND,0.098930481,37,0,0,
PET'S FOOD,1,4896,LODY MAXX POP,0.104278075,39,0,0,
PET'S FOOD,1,3304,LODY MILK KORAL,0.005347594,2,0,0,
PET'S FOOD,1,9265,LODY MILKA ALMO 100 ML,0.024064171,9,0,0,
PET'S FOOD,1,18463,LODY MILORD 120 G Z MIGDA?AMI,0.061497326,23,0,0,
PET'S FOOD,1,13328,LODY MLYNARCZYK 200 ML,0.082887701,31,0,0,
PET'S FOOD,1,7873,LODY MLYNARCZYK 900 ML,0.024064171,9,0,0,
PET'S FOOD,1,7874,LODY MLYNARCZYK 900 ML,0.010695187,4,0,0,
PET'S FOOD,1,9275,LODY NESQUIK 43 ML,0.601604278,225,0,0,
PET'S FOOD,1,2368,LODY NOGGER TOFI KARMEL 90 ML,0.165775401,62,0,0,
PET'S FOOD,1,9893,LODY ORANZADA 100 ML HELLENA,0.085561497,32,0,0,
PET'S FOOD,1,13114,LODY OSKAR JAGODA,0.058823529,22,0,0,
PET'S FOOD,1,12374,LODY OSKAR KROWKA,0.064171123,24,0,0,
PET'S FOOD,1,13115,LODY OSKAR SMIET.W CZEKOLADZIE,0.069518717,26,0,0,
PET'S FOOD,1,15078,LODY OSKAR ZIELONA,0.045454545,17,0,0,
PET'S FOOD,1,14155,LODY PALECZKA LODOWA NORDIS,2.657754011,994,0,0,
PET'S FOOD,1,16114,LODY PAPE SMIET.130 ML,0.061497326,23,0,0,
PET'S FOOD,1,9118,LODY PINEAAPLLE NESTLE,0.379679144,142,0,0,
PET'S FOOD,1,7839,LODY PINGWIN W CZEKOL.,0.251336898,94,0,0,
PET'S FOOD,1,12333,LODY PINGWINY  MLYNARCZYK B/POL,1.229946524,460,0,0,
PET'S FOOD,1,10083,LODY PIPI W KAKAOWE,0.20855615,78,0,0,
PET'S FOOD,1,9328,LODY PIRULO 73 G,0.43315508,162,0,0,
PET'S FOOD,1,9866,LODY PIRULO BANANI 45 ML,0.235294118,88,0,0,
PET'S FOOD,1,9407,LODY PRINCESSA KOKOS 95 ML,0.221925134,83,0,0,
PET'S FOOD,1,9406,LODY PRINCESSA ORZECH 95 ML,0.077540107,29,0,0,
PET'S FOOD,1,9248,LODY PUCHAREK  JAGODA,0.114973262,43,0,0,
PET'S FOOD,1,9922,LODY PYSZNE 220 ML,0.034759358,13,0,0,
PET'S FOOD,1,9921,LODY PYSZNE 220 ML,0.114973262,43,0,0,
PET'S FOOD,1,15930,LODY RAKIETA,0.07486631,28,0,0,
PET'S FOOD,1,16607,LODY ROLADA 1 L,0.064171123,24,0,0,
PET'S FOOD,1,7374,LODY ROLADA 1L WISIOWA,0.048128342,18,0,0,
PET'S FOOD,1,12276,LODY ROLADA CASSATE WANILIA WISNIA,0.042780749,16,0,0,
PET'S FOOD,1,6147,LODY ROLADA KORAL SMOAK,0.061497326,23,0,0,
PET'S FOOD,1,6145,LODY ROLADA LORAL,0.045454545,17,0,0,
PET'S FOOD,1,9542,LODY ROLADA MONA LISA,0.032085561,12,0,0,
PET'S FOOD,1,17351,LODY ROLADA PARADISO TRUSKAWKA,0.018716578,7,0,0,
PET'S FOOD,1,12520,LODY ROLADA PRELUDIUM CAPUCINO 1000ML,0.005347594,2,0,0,
PET'S FOOD,1,12278,LODY ROLADA ROLETTO,0.005347594,2,0,0,
PET'S FOOD,1,6903,LODY ROLADA WIKTORIA,0.00802139,3,0,0,
PET'S FOOD,1,7263,LODY ROLLER,0.128342246,48,0,0,
PET'S FOOD,1,1795,LODY ROZEK,0.403743316,151,0,0,
PET'S FOOD,1,7887,LODY ROZEK,0.002673797,1,0,0,
PET'S FOOD,1,1796,LODY ROZEK AGAT,0.355614973,133,0,0,
PET'S FOOD,1,6371,LODY ROZEK BANAN,0.002673797,1,0,0,
PET'S FOOD,1,7557,LODY ROZEK COOK 120 ML,0.013368984,5,0,0,
PET'S FOOD,1,1804,LODY ROZEK CORNETTO 125 ML,0.064171123,24,0,0,
PET'S FOOD,1,15062,LODY ROZEK CYTRYNA ICE MASTRY,0.005347594,2,0,0,
PET'S FOOD,1,12451,LODY ROZEK CZEK Z TOPINGIEM,0.045454545,17,0,0,
PET'S FOOD,1,16051,LODY ROZEK JAGODA,0.160427807,60,0,0,
PET'S FOOD,1,7232,LODY ROZEK JAGODA,0.010695187,4,0,0,
PET'S FOOD,1,7233,LODY ROZEK JAK DAWNIEJ,0.048128342,18,0,0,
PET'S FOOD,1,7561,LODY ROZEK JAK DAWNIEJ 180 ML,0.136363636,51,0,0,
PET'S FOOD,1,7432,LODY ROZEK KAKTUS,0.064171123,24,0,0,
PET'S FOOD,1,1330,LODY ROZEK KIT KAT,0.050802139,19,0,0,
PET'S FOOD,1,5346,LODY ROZEK KUBUS 110 ML,0.245989305,92,0,0,
PET'S FOOD,1,9867,LODY ROZEK LION 110 ML,0.053475936,20,0,0,
PET'S FOOD,1,17809,LODY ROZEK MIX,0.088235294,33,0,0,
PET'S FOOD,1,10973,LODY ROZEK MIX,0.090909091,34,0,0,
PET'S FOOD,1,3287,LODY ROZEK MIX LOTERIA,0.371657754,139,0,0,
PET'S FOOD,1,8098,LODY ROZEK MLYNARCZYK,0.171122995,64,0,0,
PET'S FOOD,1,15496,LODY ROZEK NORDIS,0.144385027,54,0,0,
PET'S FOOD,1,18587,LODY ROZEK SERNIKOWY 115 ML,0.090909091,34,0,0,
PET'S FOOD,1,15614,LODY ROZEK SMIETANA 110 ML,0.13368984,50,0,0,
PET'S FOOD,1,15497,LODY ROZEK SMIETANKOWY,0.128342246,48,0,0,
PET'S FOOD,1,6372,LODY ROZEK SMIETANKOWY,0.002673797,1,0,0,
PET'S FOOD,1,16147,LODY ROZEK TOFFI,0.082887701,31,0,0,
PET'S FOOD,1,12388,LODY ROZEK TRUSKAWKA,0.042780749,16,0,0,
PET'S FOOD,1,18822,LODY ROZKI CYTRYNA 110 ML,0.160427807,60,0,0,
PET'S FOOD,1,15826,LODY ROZKI CZEKOL.110 ML,0.165775401,62,0,0,
PET'S FOOD,1,10192,LODY ROZKI MAXI,0.093582888,35,0,0,
PET'S FOOD,1,9178,LODY ROZKI MLYNARCZYK 120 ML,0.117647059,44,0,0,
PET'S FOOD,1,9179,LODY ROZKI MLYNARCZYK 120 ML,0.101604278,38,0,0,
PET'S FOOD,1,14906,LODY ROZKI WANILIA ICE- MASTRY,0.029411765,11,0,0,
PET'S FOOD,1,9192,LODY SMYKUS BARWIJEZOR,0.104278075,39,0,0,
PET'S FOOD,1,17497,LODY SNIEZKA KOSTKA KORAL,0.315508021,118,0,0,
PET'S FOOD,1,5035,LODY SNIEZYCZKA KAKAO,0.128342246,48,0,0,
PET'S FOOD,1,5037,LODY SNIEZYNKA CZEKOLADA 200 ML,0.302139037,113,0,0,
PET'S FOOD,1,9250,LODY SOLO MIX,0.053475936,20,0,0,
PET'S FOOD,1,12381,LODY SOLO POMARANCZOWY,0.058823529,22,0,0,
PET'S FOOD,1,5120,LODY SORBET 450 ML,0.050802139,19,0,0,
PET'S FOOD,1,5118,"LODY SORBET 450 ML,",0.016042781,6,0,0,
PET'S FOOD,1,9704,LODY SORBET MANGO 55 ML,0.080213904,30,0,0,
PET'S FOOD,1,3615,LODY SWIDER KORAL,0.256684492,96,0,0,
PET'S FOOD,1,2902,LODY TIPI 150 G,0.069518717,26,0,0,
PET'S FOOD,1,18663,LODY TIPI 150 ML,0.114973262,43,0,0,
PET'S FOOD,1,2901,LODY TIPI KUBEK,0.005347594,2,0,0,
PET'S FOOD,1,9434,LODY TOP MILK,0.018716578,7,0,0,
PET'S FOOD,1,15411,LODY TOP MILK LIMON,0.018716578,7,0,0,
PET'S FOOD,1,15410,LODY TOP MILK WCZEKOLADZIE,0.021390374,8,0,0,
PET'S FOOD,1,9224,LODY TORTUFFO CZEKOLADA,0.286096257,107,0,0,
PET'S FOOD,1,9892,LODY TROJSMAKI KUBEK 200 ML,0.061497326,23,0,0,
PET'S FOOD,1,6982,LODY TWISTER BLACK,0.187165775,70,0,0,
PET'S FOOD,1,5038,LODY TWISTER MAX,0.382352941,143,0,0,
PET'S FOOD,1,13598,LODY TWISTER SUPER 110 G,0.144385027,54,0,0,
PET'S FOOD,1,7969,LODY W WAFLU KAK.,0.002673797,1,0,0,
PET'S FOOD,1,10988,LODY WICUS 75 ML W CZEKOL.Z NADZ,0.211229947,79,0,0,
PET'S FOOD,1,12393,LODY ZAPP ALGIDA,0.195187166,73,0,0,
PET'S FOOD,1,7966,"LODY,",0.018716578,7,0,0,
PET'S FOOD,1,9089,LODYCARTE DOR 750 ML PRALIN,0.053475936,20,0,0,
PET'S FOOD,1,14307,MARCHEW KOSTKA  MROZONA,0.021390374,8,0,0,
PET'S FOOD,1,9241,MARCHEW KOSTKA 450G NORDIS,0.016042781,6,0,0,
PET'S FOOD,1,3609,MARCHEW Z GROSZKIWM 470 G SLON OGROD,0.155080214,58,0,0,
PET'S FOOD,1,13300,MIESZANKA 7 SKL.CALFFOST,0.048128342,18,0,0,
PET'S FOOD,1,9242,MIESZANKA CHINSKA 450G NORDIS,0.016042781,6,0,0,
PET'S FOOD,1,16805,NORDIS FASOLA SZPARAG.CIETA 450G,0.040106952,15,0,0,
PET'S FOOD,1,5355,PALUSZKI RYBNE  LUZ,0.018328877,6.86,0,0,
PET'S FOOD,1,19725,PALUSZKI RYBNE FILET 300 G,0.042780749,16,0,0,
PET'S FOOD,1,10220,PIEROGI RUSKIE 450 G,0.018716578,7,0,0,
PET'S FOOD,1,10496,PIEROGI SER-TRU-450 G,0.005347594,2,0,0,
PET'S FOOD,1,1879,PIEROGI Z KAP I GRZYBAMI 450 G,0.013368984,5,0,0,
PET'S FOOD,1,8944,PIEROGI Z MIESEM ELBRO,0.032085561,12,0,0,
PET'S FOOD,1,18867,PIEROGI Z MIESEM NORDIS 450 G,0.042780749,16,0,0,
PET'S FOOD,1,7438,PIEROGI Z OWOCAMI 450 G,0.016042781,6,0,0,
PET'S FOOD,1,17781,PIEROGI Z SEREM 450 G,0.034759358,13,0,0,
PET'S FOOD,1,8271,PIEROGI Z SEREM 450 G ELBRO,0.013368984,5,0,0,
PET'S FOOD,1,19067,PIEROGI Z TRUSKAWKA 450 G,0.029411765,11,0,0,
PET'S FOOD,1,5920,PIZZA 380 G Z SZYNKA,0.040106952,15,0,0,
PET'S FOOD,1,19066,PIZZA 4 SERY,0.032085561,12,0,0,
PET'S FOOD,1,5787,PIZZA GUSTAVO 380 G,0.013368984,5,0,0,
PET'S FOOD,1,14095,PIZZA RIGGA Z PIECZARK.260G,0.013368984,5,0,0,
PET'S FOOD,1,5110,PIZZA Z SZYNKAI PIECZARKA,0.056149733,21,0,0,
PET'S FOOD,1,2678,PYZY DROZDZOWE 400G NORDIS,0.002673797,1,0,0,
PET'S FOOD,1,14039,PYZZY Z MIESEM 450 G,0.024064171,9,0,0,
PET'S FOOD,1,9714,SKORUPKA SUROWKA 300G,0.016042781,6,0,0,
PET'S FOOD,1,9713,SKORUPKA SUROWKA 300G,0.010695187,4,0,0,
PET'S FOOD,1,18425,SZPINAK 450G NORDIS.,0.096256684,36,0,0,
PET'S FOOD,1,2569,SZPINAK LISC,0.034759358,13,0,0,
PET'S FOOD,1,7642,SZPINAK LISC 300 G FROSTA,0.002673797,1,0,0,
PET'S FOOD,1,6767,SZPINAK LISC 450 G,0.032085561,12,0,0,
PET'S FOOD,1,2099,SZPINAK MROZONY 450 G,0.016042781,6,0,0,
PET'S FOOD,1,16384,SZPINAK SIEKANY 450 G,0.040106952,15,0,0,
PET'S FOOD,1,10951,TRUSKAWKA MR.450G NORDIS,0.050802139,19,0,0,
PET'S FOOD,1,2365,WARZYWA NA PATELNIE 450 GWLOSKIE,0.018716578,7,0,0,
PET'S FOOD,1,11027,WARZYWA NA PATELNIE AZJA,0.002673797,1,0,0,
PET'S FOOD,1,14264,WARZYWA NA PATELNIE WIEJSKI NORDIS 450G,0.058823529,22,0,0,
PET'S FOOD,1,13299,WARZYWA NA PATELNIE WIEJSKIE,0.034759358,13,0,0,
PET'S FOOD,1,8468,WARZYWA NA PETELNIE Z ZIEMNIAKAMI 500G,0.024064171,9,0,0,
PET'S FOOD,1,5917,WISNIE DRYLOWANE 450G ADMAT,0.016042781,6,0,0,
PET'S FOOD,1,4001,WLOSZCZYZNA,0.029411765,11,0,0,
PET'S FOOD,1,10823,WLOSZCZYZNA PASKI 450G NORDIS,0.101604278,38,0,0,
PET'S FOOD,1,6476,WLOSZCZYZNA PASKI 500G,0.013368984,5,0,0,
PET'S FOOD,1,7237,WODA AQA 0.7 L SPORT N/G,0.505347594,189,0,0,
PET'S FOOD,1,7133,WODA AQA 1.5 L GAZ,2.72459893,1019,0,0,
PET'S FOOD,1,7131,WODA AQA 1.5 L N/G,2.475935829,926,0,0,
PET'S FOOD,1,16841,WODA DOBROWIANKA1.5 L GAZ LEKKI,0.072192513,27,0,0,
PET'S FOOD,1,6983,WORKI NA SMIECI 35*20 SZT Z TASMA,0.018716578,7,0,0,
PET'S FOOD,1,9130,ZABAWKA Z CUKIERKAMI,0.002673797,1,0,0,
PET'S FOOD,1,6768,ZAPIEKANKA 195 G,0.002673797,1,0,0,
PET'S FOOD,1,18971,ZAPIEKANKA Z  PIECZARKAMI,0.026737968,10,0,0,
PET'S FOOD,1,5792,ZAPIEKANKA Z PIECZAR.235 G,0.042780749,16,0,0,
PET'S FOOD,1,18972,ZAPIEKANKA Z SZYNKA 190 G,0.077540107,29,0,0,
PET'S FOOD,1,14262,ZUPA JARZYNOWA 450 G,0.016042781,6,0,0,
PET'S FOOD,1,13505,ZUPA KALAFIOROWA 450 G,0.042780749,16,0,0,
PET'S FOOD,1,7457,ZUPA KREM Z CZERWONYCH WARZYW 450GR.,0.005347594,2,0,0,
PET'S FOOD,1,4595,ZUPA WEGIERSKA  450 G,0.016042781,6,0,0,
PET'S FOOD,1,6549,ZUPA WIOSENNA 450 G,0.016042781,6,0,0,
PET'S FOOD,1,9252,ZUPA WIOSENNA 450G NORDIS,0.072192513,27,0,0,
PET'S FOOD,1,7019,LODY NESQUIK CZEKOLADA,0.016042781,6,40,2493.333333,0.15
PET'S FOOD,1,7001,SZNURA PIEROGI Z MIESEM 400G,0.002673797,1,6,2244,0.166666667
PET'S FOOD,1,9586,LODY JAK DAWNIEJ CHA?WA 900 ML,0.002673797,1,5,1870,0.2
PET'S FOOD,1,19043,ZUPA GRZYBOWA  450G,0.005347594,2,10,1870,0.2
PET'S FOOD,1,17382,BUKIET KROLEWSKI 450G NORDIS,0.14171123,53,156,1100.830189,0.33974359
PET'S FOOD,1,9891,LODY PYSZNE KUBEK 220 ML,0.032085561,12,25,779.1666667,0.48
PET'S FOOD,1,9823,LODY BIG MILK 900 TRUSKAWKA,0.002673797,1,2,748,0.5
PET'S FOOD,1,10546,LODY ROLADA MIX,0.005347594,2,4,748,0.5
PET'S FOOD,1,6370,LODY ROZEK MALINA,0.045454545,17,25,550,0.68
PET'S FOOD,1,3454,LODY PIRULA 73 ML,0.139037433,52,55,395.5769231,0.945454545
PET'S FOOD,1,9225,LODY TORTUFFO KOKOS,0.048128342,18,18,374,1
PET'S FOOD,1,9249,LODY SOLO,0.040106952,15,12,299.2,1.25
PET'S FOOD,1,7842,PIANKA HARIBO SMERF 100G,0.024064171,9,7,290.8888889,1.285714286
PET'S FOOD,1,8495,WARZYWA NA PATELNIE 400G,0.010695187,4,3,280.5,1.333333333
PET'S FOOD,1,9615,"DELECTA CUKIER ZELUJACY 350 G 3,1",0.00802139,3,2,249.3333333,1.5
PET'S FOOD,1,9745,LODY BIG MILK 900 ML BAKALIA,0.00802139,3,2,249.3333333,1.5
PET'S FOOD,1,5788,PIZZA GUSTAVO 425 G,0.016042781,6,4,249.3333333,1.5
PET'S FOOD,1,15434,BURGERY Z WARZYWAMI LUZ RYBNE,0.003449198,1.29,0.71,205.8449612,1.816901408
PET'S FOOD,1,7890,PORCJA ROSO?OWA MROZONA LUZ,0.01459893,5.46,2.74,187.6849817,1.99270073
PET'S FOOD,1,17625,LODY KORAL SNIEZKA,0.085561497,32,16,187,2
PET'S FOOD,1,5223,LODY KUBUS PLAY,0.093582888,35,15,160.2857143,2.333333333
PET'S FOOD,1,6607,LODY SOLD TRUSKAWKA,0.053475936,20,7,130.9,2.857142857
PET'S FOOD,1,7563,LODY JAK DAWNIEJ 180 ML,0.080213904,30,10,124.6666667,3
PET'S FOOD,1,2334,LODY PIPI WANILIA,0.211229947,79,25,118.3544304,3.16
PET'S FOOD,1,8800,KNEDLE TRUSKAWKOWE 450 G,0.010695187,4,1,93.5,4
PET'S FOOD,1,9321,LODY JAK DAWNIEJ 450 ML JAB?KO,0.026737968,10,2,74.8,5
PET'S FOOD,1,6480,MIESZANKA WARZYWNA 500G,0.013368984,5,1,74.8,5
PET'S FOOD,1,6548,ZUPA GRZYBOWA 450,0.013368984,5,1,74.8,5
PET'S FOOD,1,8120,ZAPIEKANKA SZYN+PIECZ 200 G,0.072192513,27,5,69.25925926,5.4
PET'S FOOD,1,13422,FRYTKI KARBOWANE  NORDIS 750G,0.016042781,6,1,62.33333333,6
PET'S FOOD,1,9742,LODY BIG MILK JOGURT 100ML,0.069518717,26,4,57.53846154,6.5
PET'S FOOD,1,1041,FRYTKI KULECZKI ZIEMNIACZANE 600 AVIKO,0.053475936,20,3,56.1,6.666666667
PET'S FOOD,1,1453,LODY KUBEK TOP GUM,0.056149733,21,3,53.42857143,7
PET'S FOOD,1,9273,ROZEK OREO,0.037433155,14,2,53.42857143,7
PET'S FOOD,1,8843,LODY ROZEK MAXI 4 SMAKI,0.090909091,34,4,44,8.5
PET'S FOOD,1,9613,LODY JEZYKI 90 ML,0.072192513,27,3,41.55555556,9
PET'S FOOD,1,5662,LODY OREO W CZEKIL.,0.048128342,18,2,41.55555556,9
PET'S FOOD,1,3274,LODY PUCHAREK TRUSK,0.106951872,40,4,37.4,10
PET'S FOOD,1,5655,LODY KORAL ROZEK 180 ML,0.058823529,22,2,34,11
PET'S FOOD,1,10972,LODY ROZEK MIX,0.088235294,33,3,34,11
PET'S FOOD,1,7789,ZUPA OGORKOWA,0.029411765,11,1,34,11
PET'S FOOD,1,9604,LOD W KOSTKACH 2 KG,0.037433155,14,1,26.71428571,14
PET'S FOOD,1,9612,LODY KIBICA 110 ML,0.07486631,28,2,26.71428571,14
PET'S FOOD,1,16046,LODY HERRY KUBEK,0.200534759,75,5,24.93333333,15
PET'S FOOD,1,9263,LODY OREO KANAPKA 135 ML,0.120320856,45,3,24.93333333,15
