Lp,PKod,Pavarage_stock,Pgroup,Pname,Psale,Rotation_in_days,Rotation_in_times,_id,p_sale_in_time
1,12492,0,ART._HYGIENIC,*GAZETA  8% VATVAT  8%.,5617,0,,61ee036f8281e78e240fb052,15.01871658
1,6436,0,CHEMISTRY,BELLA PATYCZKI 100 SZT FOLIA,2,0,,61ee036f8281e78e240fb066,0.005347594
1,18282,0,CHEMISTRY,BLOK TECHNICZNY KOLOR,3,0,,61ee036f8281e78e240fb06f,0.00802139
1,17596,0,CHEMISTRY,BREF DO WC 750 ML,3,0,,61ee036f8281e78e240fb074,0.00802139
1,16574,0,CHEMISTRY,CHUSTECZKI,50,0,,61ee036f8281e78e240fb083,0.13368984
1,3579,0,CHEMISTRY,E PLYN DO PLUKANIA 1 L,6,0,,61ee036f8281e78e240fb0aa,0.016042781
1,8848,0,CHEMISTRY,EVA MYDLO W PLYNIE 500 ML Z DOZOWNIKIEM,9,0,,61ee036f8281e78e240fb0ae,0.024064171
1,16685,0,CHEMISTRY,FOLIA ALUMINIOWA 10 M,5,0,,61ee036f8281e78e240fb0c1,0.013368984
1,6005,0,CHEMISTRY,KOMFORT PLYN DO PRANIA 500 ML,1,0,,61ee036f8281e78e240fb0e7,0.002673797
1,11150,0,CHEMISTRY,LUDWIK PLYN UNIWERSALNY 1 L,1,0,,61ee036f8281e78e240fb105,0.002673797
1,9627,0,CHEMISTRY,MYDLO W PLYNIE 500 ML SASZETKA ABE,3,0,,61ee036f8281e78e240fb128,0.00802139
1,7639,0,CHEMISTRY,NABIJARKA,1,0,,61ee036f8281e78e240fb12d,0.002673797
1,7574,0,CHEMISTRY,ODSWIEZACZ SZYSZKA KOKOS,1,0,,61ee036f8281e78e240fb13a,0.002673797
1,8856,0,CHEMISTRY,PALMOLIVE SZAMPON 350 ML PRZECIW LUPIEZO,2,0,,61ee036f8281e78e240fb147,0.005347594
1,16436,0,CHEMISTRY,PAPIER TOAL ALMUSA 6 SZT,6,0,,61ee036f8281e78e240fb151,0.016042781
1,3620,0,CHEMISTRY,PATYCZKI BELLA FOLIA 160 T,31,0,,61ee036f8281e78e240fb164,0.082887701
1,6155,0,CHEMISTRY,PERSIL 280 G COLOR,22,0,,61ee036f8281e78e240fb168,0.058823529
1,9397,0,CHEMISTRY,PERSIL ZEL 1 L,6,0,,61ee036f8281e78e240fb16a,0.016042781
1,7033,0,CHEMISTRY,TALERZE DUZE 6 SZT,2,0,,61ee036f8281e78e240fb1c2,0.005347594
1,8043,0,CHEMISTRY,WELLAFLEX LAKIER 250 ML,2,0,,61ee036f8281e78e240fb1d9,0.005347594
1,8045,0,CHEMISTRY,WELLAFLEX LAKIER 250 ML,1,0,,61ee036f8281e78e240fb1da,0.002673797
1,6708,0,CHEMISTRY,ZAKRESLACZE KOLOR 4 SZT,1,0,,61ee036f8281e78e240fb1ec,0.002673797
1,4970,0,CHEMISTRY,ZESZTY 16 KRATKA,13,0,,61ee036f8281e78e240fb1f7,0.034759358
1,6735,0,CHEMISTRY,ZESZYT W LINIE 60 K,1,0,,61ee036f8281e78e240fb1fe,0.002673797
1,8473,0,ART._HYGIENIC,EVA MYDLO W PLYNIE Z DOZ 500 MML,6,0,,61ee036f8281e78e240fb012,0.016042781
1,8479,0,ART._HYGIENIC,PLYN DO ?AZIENKI 1 L Z?TY,3,0,,61ee036f8281e78e240fb014,0.00802139
1,361,0,ART._HYGIENIC,TAMPONY BELLA A/8 SUPER,5,0,,61ee036f8281e78e240fb01a,0.013368984
1,91,0,ART._HYGIENIC,BELLA  PODPASKI CLASSIC,0,NaN,NaN,61ee036f8281e78e240fb025,0
