Lp,PKod,Pavarage_stock,Pgroup,Pname,Psale,Rotation_in_days,Rotation_in_times,_id,p_sale_in_time
1,15983,0,CHEMISTRY,KREM DO RAK CYTRYNA,0,NaN,NaN,61ee03708281e78e240fb51c,0
1,9201,2,CHEMISTRY,LAKIER DI WLOSOW BIALO-CZARBY,0,NaN,NaN,61ee03708281e78e240fb536,0
1,7723,0,CHEMISTRY,LENOR DO PLUKANIA 925 ML,0,NaN,NaN,61ee03708281e78e240fb54a,0
1,2879,0,CHEMISTRY,LUDWIK MLECZKO DO CZYSZCZ.660 G,0,NaN,NaN,61ee03708281e78e240fb562,0
1,5389,0,CHEMISTRY,LUKSJA MYDLO Z DOZ 450 ML,0,NaN,NaN,61ee03708281e78e240fb573,0
1,18283,0,CHEMISTRY,MARKER CZARNY CIENKI,0,NaN,NaN,61ee03708281e78e240fb57c,0
1,1293,0,CHEMISTRY,MLECZKO CIF CREAM 250ML,0,NaN,NaN,61ee03708281e78e240fb584,0
1,3538,0,CHEMISTRY,MR SI?ACZ 1 L ZEL DO WC CYTRYNA,0,NaN,NaN,61ee03708281e78e240fb590,0
1,3537,0,CHEMISTRY,MR SI?ACZ 1 L ZEL DO WC ZIELONY,0,NaN,NaN,61ee03708281e78e240fb591,0
1,4091,0,CHEMISTRY,MYDLO DOVE ENERGISE 100 G,0,NaN,NaN,61ee03708281e78e240fb5a4,0
1,19511,0,CHEMISTRY,MYD?O PALMOLIWE  REWITAL 90 G,0,NaN,NaN,61ee03708281e78e240fb5c0,0
1,2562,0,CHEMISTRY,ODPLAMIACZ VANISH 30GR SASZETKA OXI ACTI,0,NaN,NaN,61ee03708281e78e240fb5d4,0
1,66,0,CHEMISTRY,E P?YN PERFUM 1 L,0,NaN,NaN,61ee03708281e78e240fb417,0
1,18242,0,CHEMISTRY,E PROSZEK 400G FLORAL,0,NaN,NaN,61ee03708281e78e240fb41c,0
1,14125,0,CHEMISTRY,E ZEL DO/NACZYN MINT 0.5L,0,NaN,NaN,61ee03708281e78e240fb424,0
1,16433,0,CHEMISTRY,EVA MYDLO W PLYNIE 0.5 Z DOZ,0,NaN,NaN,61ee03708281e78e240fb42d,0
1,18032,0,CHEMISTRY,EWA BALSAM DO CIA?A ODM?ADZAJ?CY 300ML,0,NaN,NaN,61ee03708281e78e240fb443,0
1,13850,0,CHEMISTRY,EWA PLYN DO KAPIELI  1 L,0,NaN,NaN,61ee03708281e78e240fb447,0
1,14237,0,CHEMISTRY,EWA SZAMPON POKRZYWA 1 L,0,NaN,NaN,61ee03708281e78e240fb44d,0
1,5586,0,CHEMISTRY,FARBA NA W?OSY CZARNA 243,0,NaN,NaN,61ee03708281e78e240fb468,0
1,19020,0,CHEMISTRY,FOLIA DO ZYWNOSCI 30 M,0,NaN,NaN,61ee03708281e78e240fb478,0
1,13829,0,CHEMISTRY,GABKA DO NACZYN,0,NaN,NaN,61ee03708281e78e240fb487,0
1,12613,0,CHEMISTRY,GIGUS DRUCIAK METALOWY 3SZT,0,NaN,NaN,61ee03708281e78e240fb496,0
1,2977,0,CHEMISTRY,GIGUS KOSTKA WC,0,NaN,NaN,61ee03708281e78e240fb49a,0
1,16531,0,CHEMISTRY,GIGUS SOL DO PRANIA FIRAN,0,NaN,NaN,61ee03708281e78e240fb4a8,0
1,6710,0,CHEMISTRY,GRA PIRACI,0,NaN,NaN,61ee03708281e78e240fb4c2,0
1,9962,0,CHEMISTRY,KANION CLASSIC 100 ML,0,NaN,NaN,61ee03708281e78e240fb4cf,0
1,6249,0,CHEMISTRY,KOLOROWANKA SW  A4,0,NaN,NaN,61ee03708281e78e240fb4f3,0
1,4959,0,CHEMISTRY,KREDA KOLOR /10 SZ/,0,NaN,NaN,61ee03708281e78e240fb510,0
1,4955,0,CHEMISTRY,KREDKI O?WKOWE 6 SZT,0,NaN,NaN,61ee03708281e78e240fb515,0
1,14222,0,CHEMISTRY,KREM RAK GLICERYNOWY 130,0,NaN,NaN,61ee03708281e78e240fb528,0
1,6268,0,CHEMISTRY,LALKA TUBA,0,NaN,NaN,61ee03708281e78e240fb540,0
1,5335,0,CHEMISTRY,LUDWIK D/NACZYN  1L GREJFRUT,0,NaN,NaN,61ee03708281e78e240fb55a,0
1,10215,0,CHEMISTRY,LUDWIK P?YN POCH?ANIA ZAPACHY ZWIERZ?T1L,0,NaN,NaN,61ee03708281e78e240fb569,0
1,10301,0,CHEMISTRY,MASZYNKA BIC SENSITIVE,0,NaN,NaN,61ee03708281e78e240fb57e,0
1,2814,0,CHEMISTRY,MOLA PAPIER TOAL 8 SZT ZIELONY,0,NaN,NaN,61ee03708281e78e240fb58b,0
1,16408,0,CHEMISTRY,MOLA PAPIER ZIELONY 8,0,NaN,NaN,61ee03708281e78e240fb58d,0
1,18809,0,CHEMISTRY,MYDLO 100 G  ZURAWINA,0,NaN,NaN,61ee03708281e78e240fb594,0
1,6641,0,CHEMISTRY,MYDLO ARKO90 G BRZOSK,0,NaN,NaN,61ee03708281e78e240fb599,0
1,13848,0,CHEMISTRY,MYDLO LUKSJA MINERAL 100 G,0,NaN,NaN,61ee03708281e78e240fb5ad,0
1,15391,0,CHEMISTRY,MYDLO W PLYNIE 750 ML,0,NaN,NaN,61ee03708281e78e240fb5b4,0
1,15261,0,CHEMISTRY,NATURIA SZAMPON 200 ML,0,NaN,NaN,61ee03708281e78e240fb5ca,0
1,17775,0,CHEMISTRY,ODSWIEZACZ CITRUS,0,NaN,NaN,61ee03708281e78e240fb5dc,0
1,16536,0,CHEMISTRY,EVA PLYN DO KAPIELI 750 ML,0,NaN,NaN,61ee03708281e78e240fb435,0
1,3423,0,CHEMISTRY,FA DEZODORANT 150 ML,0,NaN,NaN,61ee03708281e78e240fb455,0
1,921,0,CHEMISTRY,FAIRY 1 L GRANAT,0,NaN,NaN,61ee03708281e78e240fb458,0
1,2851,0,CHEMISTRY,FF PLYN DO PLUKANIA 1 L,0,NaN,NaN,61ee03708281e78e240fb46e,0
1,14408,0,CHEMISTRY,GABKA CLINEA DO MASAZU,0,NaN,NaN,61ee03708281e78e240fb47c,0
1,19255,0,CHEMISTRY,GABKA DO MASAZU BETTY,0,NaN,NaN,61ee03708281e78e240fb485,0
1,14148,0,CHEMISTRY,GABKA KOMPIELOWA CLINEA,0,NaN,NaN,61ee03708281e78e240fb48f,0
1,7565,0,CHEMISTRY,GIGUS PLYN DO NACZYN 0.5 L CALCIUM,0,NaN,NaN,61ee03708281e78e240fb49f,0
1,5205,0,CHEMISTRY,GIGUS PLYN DO SZYB ZIELONY 750 ML ROSP,0,NaN,NaN,61ee03708281e78e240fb4a4,0
1,13479,0,CHEMISTRY,GIGUS SZAMPON 5 L,0,NaN,NaN,61ee03708281e78e240fb4a9,0
1,12800,0,CHEMISTRY,GILZY 250 SZTUK,0,NaN,NaN,61ee03708281e78e240fb4ae,0
1,10267,0,CHEMISTRY,GLOW 750 ML DO LAZIENEK,0,NaN,NaN,61ee03708281e78e240fb4b6,0
1,6718,0,CHEMISTRY,GRA DINOZAURY DOMINO,0,NaN,NaN,61ee03708281e78e240fb4c1,0
1,17177,0,CHEMISTRY,KATOMIERZ 180 ZIELONY,0,NaN,NaN,61ee03708281e78e240fb4d4,0
1,19345,0,CHEMISTRY,KETCHUP 480 G LAG.PUDLISZKI,0,NaN,NaN,61ee03708281e78e240fb4d7,0
1,6301,0,CHEMISTRY,KLOCKI BAN BAO,0,NaN,NaN,61ee03708281e78e240fb4e8,0
1,6777,0,CHEMISTRY,KNORR NUDLE PIECZARKOWA 63 G,0,NaN,NaN,61ee03708281e78e240fb4ed,0
1,6248,0,CHEMISTRY,KOLOROWANKA SW A4,0,NaN,NaN,61ee03708281e78e240fb4f5,0
1,6252,0,CHEMISTRY,KOLOROWANKI SW A4,0,NaN,NaN,61ee03708281e78e240fb4f8,0
1,4721,0,CHEMISTRY,KREM DO GOLENIA 75ML Z ALANTONIN?,0,NaN,NaN,61ee03708281e78e240fb518,0
1,18249,0,CHEMISTRY,KREM DO RAK CZT.PORY 130 ML,0,NaN,NaN,61ee03708281e78e240fb51d,0
1,16472,0,CHEMISTRY,KUSCHEL DO PLUKANIA 1 L,0,NaN,NaN,61ee03708281e78e240fb531,0
1,16471,0,CHEMISTRY,KUSCHEL DO PLUKANIA 1 L,0,NaN,NaN,61ee03708281e78e240fb533,0
1,8693,1,CHEMISTRY,LAURKA,0,NaN,NaN,61ee03708281e78e240fb541,0
1,6007,0,CHEMISTRY,LENOR DO PLUKANIA 575 ML,0,NaN,NaN,61ee03708281e78e240fb549,0
1,11804,0,CHEMISTRY,LENOR P?YN DO P?UKANIA TKANIN 1L BIA?Y,0,NaN,NaN,61ee03708281e78e240fb54c,0
1,16429,0,CHEMISTRY,LINIJKA 15 CM,0,NaN,NaN,61ee03708281e78e240fb54d,0
1,18925,0,CHEMISTRY,LINIJKA 30 CH,0,NaN,NaN,61ee03708281e78e240fb54f,0
1,15961,0,CHEMISTRY,LOTON 2 BEZ POMPKI,0,NaN,NaN,61ee03708281e78e240fb551,0
1,2960,0,CHEMISTRY,LDKA ZABAWKA,0,NaN,NaN,61ee03708281e78e240fb554,0
1,8041,0,CHEMISTRY,LUDWIK D/NACZYN 500 ML  BRZOSKWINIA,0,NaN,NaN,61ee03708281e78e240fb55d,0
1,8042,0,CHEMISTRY,LUDWIK D/NACZYN 500 ML GREJFRUT,0,NaN,NaN,61ee03708281e78e240fb55e,0
1,9992,0,CHEMISTRY,LUKSJA MYDLO W PLYNIE DOZOWNIK 450 G,0,NaN,NaN,61ee03708281e78e240fb572,0
1,2159,0,CHEMISTRY,MLECZKO DO ?AZIENKI 500 ML ARO,0,NaN,NaN,61ee03708281e78e240fb589,0
1,15388,0,CHEMISTRY,MYDLO EWA 750 ML LAWENDA,0,NaN,NaN,61ee03708281e78e240fb5a7,0
1,18745,0,CHEMISTRY,MYDLO FA VITALIZING,0,NaN,NaN,61ee03708281e78e240fb5a8,0
1,7570,0,CHEMISTRY,MYDLO MEDEA  100 G CREME,0,NaN,NaN,61ee03708281e78e240fb5ae,0
1,18571,0,CHEMISTRY,MYDLO W PLYNIE MITIA 1 L,0,NaN,NaN,61ee03708281e78e240fb5b6,0
1,15257,0,CHEMISTRY,NATURIA SZAMP.200 ML,0,NaN,NaN,61ee03708281e78e240fb5c6,0
1,15262,0,CHEMISTRY,NATURIA SZAMPON 200 ML,0,NaN,NaN,61ee03708281e78e240fb5c9,0
1,6038,0,CHEMISTRY,ODKAMIENIACZ KAMIX,0,NaN,NaN,61ee03708281e78e240fb5d1,0
1,17921,0,CHEMISTRY,ODPLAMIACZ VANISH WHITE 100ML,0,NaN,NaN,61ee03708281e78e240fb5d5,0
1,8851,2,CHEMISTRY,ODSWIEZACZ POWIETRZA SZYSZKA,0,NaN,NaN,61ee03708281e78e240fb5e4,0
1,9717,0,CHEMISTRY,E 1 L JEDWABISTY DOTYK,0,NaN,NaN,61ee03708281e78e240fb405,0
1,18319,0,CHEMISTRY,E PLYN NATURALS HERBAL,0,NaN,NaN,61ee03708281e78e240fb414,0
1,2291,0,CHEMISTRY,E PROSZEK 300G SENSIT,0,NaN,NaN,61ee03708281e78e240fb41a,0
1,14400,0,CHEMISTRY,EVA MYDLO W PLYNIE 5400 ML LAWENDA,0,NaN,NaN,61ee03708281e78e240fb430,0
1,17213,0,CHEMISTRY,EVA SOL DO KAPIELI 750 G,0,NaN,NaN,61ee03708281e78e240fb439,0
1,6362,0,CHEMISTRY,FAIRY 500 ML POMAR,0,NaN,NaN,61ee03708281e78e240fb45a,0
1,10093,0,CHEMISTRY,FAIRY ORANGE 1L P?YN DO NACZY?,0,NaN,NaN,61ee03708281e78e240fb45d,0
1,2322,0,CHEMISTRY,FOLIA ALUMINIOWA 10M MARGIT ROLKA,0,NaN,NaN,61ee03708281e78e240fb474,0
1,179,0,CHEMISTRY,GIGUS 1 L UNIWERSALNY,0,NaN,NaN,61ee03708281e78e240fb495,0
1,12614,0,CHEMISTRY,GIGUS DRUCIAK NETINOC,0,NaN,NaN,61ee03708281e78e240fb497,0
1,19876,0,CHEMISTRY,GIGUS KOSTKA ZAPAS LESNY,0,NaN,NaN,61ee03708281e78e240fb49c,0
1,5019,0,CHEMISTRY,GOLARKA EXTRA 3 WILKINSON,0,NaN,NaN,61ee03708281e78e240fb4bc,0
1,19343,0,CHEMISTRY,KAWA ROSP.3W1 NESC 10*18 G,0,NaN,NaN,61ee03708281e78e240fb4d5,0
1,2953,0,CHEMISTRY,KIEROWNICA ZABAWKA,0,NaN,NaN,61ee03708281e78e240fb4d9,0
1,7518,0,CHEMISTRY,KLAMERKI CLARINA,0,NaN,NaN,61ee03708281e78e240fb4da,0
1,6274,0,CHEMISTRY,KLOCKI OBRAZKOWE BRAINS,0,NaN,NaN,61ee03708281e78e240fb4eb,0
1,6336,0,CHEMISTRY,KLOCKI PUZLE,0,NaN,NaN,61ee03708281e78e240fb4ec,0
1,15881,0,CHEMISTRY,KOKOSAL 1 L DO PRANIA BLACK,0,NaN,NaN,61ee03708281e78e240fb4ef,0
1,7757,0,CHEMISTRY,KOSTKA DO WC FORCE,0,NaN,NaN,61ee03708281e78e240fb500,0
1,7569,0,CHEMISTRY,KOSTKA DO WC ZAPAS GENERAL FRESH,0,NaN,NaN,61ee03708281e78e240fb50b,0
1,4230,0,CHEMISTRY,KREDKI SWIECOWE  6 KOL,0,NaN,NaN,61ee03708281e78e240fb516,0
1,7416,0,CHEMISTRY,KREM OCHRONNY DLA DZIECI 75ML,0,NaN,NaN,61ee03708281e78e240fb526,0
1,2179,0,CHEMISTRY,LAURKA RECZNA,0,NaN,NaN,61ee03708281e78e240fb544,0
1,13515,0,CHEMISTRY,LENOR 1 L,0,NaN,NaN,61ee03708281e78e240fb545,0
1,11326,0,CHEMISTRY,LUDWIK 1 L LAWENDA,0,NaN,NaN,61ee03708281e78e240fb555,0
1,4312,0,CHEMISTRY,LUDWIK D/NACZYN 0.5L RUMIANEK,0,NaN,NaN,61ee03708281e78e240fb55b,0
1,5646,0,CHEMISTRY,LUDWIK SOL DO ZMYWAREK 1.5 KG,0,NaN,NaN,61ee03708281e78e240fb56b,0
1,2878,0,CHEMISTRY,MLECZKO D.SZOR.DIX 0.5L CYTRYNA,0,NaN,NaN,61ee03708281e78e240fb586,0
1,4047,0,CHEMISTRY,MOLA PAPIER TOAL.FAMIL 8 SZT,0,NaN,NaN,61ee03708281e78e240fb58c,0
1,5249,0,CHEMISTRY,MYDLO DAVE 100G SHEA BUTER,0,NaN,NaN,61ee03708281e78e240fb5a2,0
1,5722,0,CHEMISTRY,MYDLO LUKSJA 90 G CHERY,0,NaN,NaN,61ee03708281e78e240fb5ac,0
1,16891,0,CHEMISTRY,MYDLO W PLY.PALMOLIWE,0,NaN,NaN,61ee03708281e78e240fb5b3,0
1,3182,0,CHEMISTRY,MYD?O SOFINA 0.9 L W P?YNIE LOTOSU,0,NaN,NaN,61ee03708281e78e240fb5c2,0
1,2198,0,CHEMISTRY,ODPLAMIACZ D/KOLOROW 1 L,0,NaN,NaN,61ee03708281e78e240fb5d3,0
1,4631,0,CHEMISTRY,ODSWIEZACZ BRAIT 240 ML,0,NaN,NaN,61ee03708281e78e240fb5da,0
1,15782,4,CHEMISTRY,ODSWIEZACZ FRI,0,NaN,NaN,61ee03708281e78e240fb5de,0
1,19544,0,CHEMISTRY,DOSIA 1.5 KG DO BIA?EGO,0,NaN,NaN,61ee03708281e78e240fb3fa,0
1,17017,0,CHEMISTRY,E 2.5 KG DO BIALEGO,0,NaN,NaN,61ee03708281e78e240fb408,0
1,8185,0,CHEMISTRY,E DO PLUKANIA 2 L KONC,0,NaN,NaN,61ee03708281e78e240fb409,0
1,13494,0,CHEMISTRY,E PROSZEK COLOR 400G,0,NaN,NaN,61ee03708281e78e240fb41d,0
1,15770,0,CHEMISTRY,EMULSJA DO MEBLI 150ML MEBLIT LAWENDA,0,NaN,NaN,61ee03708281e78e240fb42b,0
1,16431,0,CHEMISTRY,EVA   MYDLO W  PLYNIE 500 ML Z DOZ.,0,NaN,NaN,61ee03708281e78e240fb42c,0
1,18978,0,CHEMISTRY,EVA MYD?O W P?YNIE GREJPFRUT 500  ML,0,NaN,NaN,61ee03708281e78e240fb434,0
1,5572,0,CHEMISTRY,EVA SIMPLA ZEL DO MYCIA  500 ML,0,NaN,NaN,61ee03708281e78e240fb438,0
1,15812,0,CHEMISTRY,FOLIA  ALUMINIOWA 10 M,0,NaN,NaN,61ee03708281e78e240fb472,0
1,2915,0,CHEMISTRY,FRUCTIS 250 ML,0,NaN,NaN,61ee03708281e78e240fb47a,0
1,19115,0,CHEMISTRY,FRUGA MANGO 250 ML,0,NaN,NaN,61ee03708281e78e240fb47b,0
1,18241,0,CHEMISTRY,GLOBAL 1 L BLU,0,NaN,NaN,61ee03708281e78e240fb4af,0
1,2305,0,CHEMISTRY,KAMIX DUZY,0,NaN,NaN,61ee03708281e78e240fb4cc,0
1,16170,0,CHEMISTRY,KLEJ ZEL KROPELKA,0,NaN,NaN,61ee03708281e78e240fb4e6,0
1,15885,0,CHEMISTRY,KOKOSAL 1 L DO PRANIA DELIKATNE,0,NaN,NaN,61ee03708281e78e240fb4f0,0
1,10034,0,CHEMISTRY,KRET GRANULKI DO RUR 50G,0,NaN,NaN,61ee03708281e78e240fb52b,0
1,7929,0,CHEMISTRY,KUBKI 12 SZT,0,NaN,NaN,61ee03708281e78e240fb52f,0
1,17040,0,CHEMISTRY,LAKIER SPRAY 150 ML Z ATOMIZ.,0,NaN,NaN,61ee03708281e78e240fb53b,0
1,6726,0,CHEMISTRY,LALKA,0,NaN,NaN,61ee03708281e78e240fb53e,0
1,17778,0,CHEMISTRY,LIZAK LOVE,0,NaN,NaN,61ee03708281e78e240fb550,0
1,17163,0,CHEMISTRY,LOTON 4 PROTEINY BEZ POMPKI,0,NaN,NaN,61ee03708281e78e240fb553,0
1,5338,0,CHEMISTRY,LUDWIK 750 ML Z DOZOW KAMIEN I RDZA,0,NaN,NaN,61ee03708281e78e240fb558,0
1,3559,0,CHEMISTRY,LUDWIK DO NACZYN RUMIANEK 1 L,0,NaN,NaN,61ee03708281e78e240fb55f,0
1,2880,0,CHEMISTRY,LUDWIK MLECZKO 660 G,0,NaN,NaN,61ee03708281e78e240fb561,0
1,10210,0,CHEMISTRY,LUDWIK P?YN DO MYCIA SZYB I GLAZUR 750ML,0,NaN,NaN,61ee03708281e78e240fb568,0
1,6855,0,CHEMISTRY,LUKSJA MYDLO 100 G,0,NaN,NaN,61ee03708281e78e240fb56e,0
1,10139,0,CHEMISTRY,LUKSJA MYD?O W P?YNIE 500ML DOZOWNIK,0,NaN,NaN,61ee03708281e78e240fb575,0
1,7715,0,CHEMISTRY,MLECZKO CIF 540 G,0,NaN,NaN,61ee03708281e78e240fb582,0
1,6875,0,CHEMISTRY,MLECZKO DO CZYSZCZENIA 750 ML,0,NaN,NaN,61ee03708281e78e240fb587,0
1,15004,0,CHEMISTRY,MYDLO KONWALIA 100 G,0,NaN,NaN,61ee03708281e78e240fb5aa,0
1,5434,0,CHEMISTRY,MYDLO LUKSJA 100 G OLIVE,0,NaN,NaN,61ee03708281e78e240fb5ab,0
1,2264,0,CHEMISTRY,MYD?O ARO 100G,0,NaN,NaN,61ee03708281e78e240fb5b8,0
1,15338,0,CHEMISTRY,NOZE 6+ WIDELCZYKI 6,0,NaN,NaN,61ee03708281e78e240fb5ce,0
1,17034,0,CHEMISTRY,ODSWIEZACZ 500 ML Z  CYTRYNA AQUA,0,NaN,NaN,61ee03708281e78e240fb5d9,0
1,1625,0,CHEMISTRY,PALMOLIVE PIANKA DO WLOSOW MOCNA,0,NaN,NaN,61ee03708281e78e240fb5fa,0
1,6355,0,CHEMISTRY,ODZWIEZACZ W ZELU 150 G,0,NaN,NaN,61ee03708281e78e240fb5ec,0
1,19132,0,CHEMISTRY,PAMPERS PIEL.MINI66 SZT,0,NaN,NaN,61ee03708281e78e240fb600,0
1,8578,0,CHEMISTRY,PALMOLIWVE  250 ML,0,NaN,NaN,61ee03708281e78e240fb5fc,0
1,2260,0,CHEMISTRY,PAPIER TOAL.12 SZT RUMIANEK,0,NaN,NaN,61ee03708281e78e240fb620,0
1,4866,0,CHEMISTRY,PAPIER TOAL.8 SZARY,0,NaN,NaN,61ee03708281e78e240fb623,0
1,18714,0,CHEMISTRY,PAPIER TOAL.ARO 8 SZT RZ,0,NaN,NaN,61ee03708281e78e240fb628,0
1,13836,0,CHEMISTRY,PAPIER TOALET AHA 8 SZT ZAPACH,0,NaN,NaN,61ee03708281e78e240fb630,0
1,8470,0,CHEMISTRY,PAPIER TOALETOWY 4 ROL BELLA KARO,0,NaN,NaN,61ee03708281e78e240fb63f,0
1,3136,0,CHEMISTRY,PASTA DO/ZEB.COLODENT SUPER MINERALY 75M,0,NaN,NaN,61ee03708281e78e240fb66a,0
1,18196,0,CHEMISTRY,PATYCZKI HIG.CLEANIC x160 FOLIA,0,NaN,NaN,61ee03708281e78e240fb66d,0
1,2884,0,CHEMISTRY,PATYCZKI KOSMETYCZNE VELVET 160,0,NaN,NaN,61ee03708281e78e240fb66f,0
1,17726,0,CHEMISTRY,PLASTELINA 12 SZT,0,NaN,NaN,61ee03708281e78e240fb689,0
1,4232,0,CHEMISTRY,PLSTELINA 112 KOL,0,NaN,NaN,61ee03708281e78e240fb69a,0
1,10674,0,CHEMISTRY,PLYN APART 0.75L ALOES OLIWKA,0,NaN,NaN,61ee03708281e78e240fb6a2,0
1,4655,0,CHEMISTRY,PLYN DO NACZYN 1 L CYTR.,0,NaN,NaN,61ee03708281e78e240fb6b9,0
1,18512,0,CHEMISTRY,PODPASKI ARO,0,NaN,NaN,61ee03708281e78e240fb6ed,0
1,11451,0,CHEMISTRY,PRONTO D/MEBLI WOSK PSZCZELI,0,NaN,NaN,61ee03708281e78e240fb6ff,0
1,4672,0,CHEMISTRY,PROSZEK DO PRANIA 2.5 KG UNIWERSALNY,0,NaN,NaN,61ee03708281e78e240fb712,0
1,4675,0,CHEMISTRY,PROSZEK DO PRANIA 7.5 KG,0,NaN,NaN,61ee03708281e78e240fb717,0
1,6014,0,CHEMISTRY,PUR 900 ML POWER,0,NaN,NaN,61ee03708281e78e240fb738,0
1,1597,0,CHEMISTRY,RAJSTOPY DERLOSTAN 4 17 DM,0,NaN,NaN,61ee03708281e78e240fb742,0
1,15704,0,CHEMISTRY,RECZNIK VELVET Z NADR.UNIWERS,0,NaN,NaN,61ee03708281e78e240fb750,0
1,6257,0,CHEMISTRY,REKLAMOWKA Z UCHWYTEM,0,NaN,NaN,61ee03708281e78e240fb759,0
1,12152,0,CHEMISTRY,REX 2.5 KG CRISTAL,0,NaN,NaN,61ee03708281e78e240fb75b,0
1,9654,0,CHEMISTRY,REX 6 KG COLOR,0,NaN,NaN,61ee03708281e78e240fb762,0
1,18493,0,CHEMISTRY,SCIERKA DO PODLOGI SZARA,0,NaN,NaN,61ee03708281e78e240fb774,0
1,3496,0,CHEMISTRY,SCIERKA DOMOWA 3 SZT,0,NaN,NaN,61ee03708281e78e240fb775,0
1,5475,0,CHEMISTRY,SCIERKA MORANA 1 SZT LUZ,0,NaN,NaN,61ee03708281e78e240fb77a,0
1,6253,0,CHEMISTRY,SERWETKI,0,NaN,NaN,61ee03708281e78e240fb785,0
1,15488,0,CHEMISTRY,SILAN 1 L PERFUM,0,NaN,NaN,61ee03708281e78e240fb79a,0
1,9679,0,CHEMISTRY,SILAN 2 L LILAC,0,NaN,NaN,61ee03708281e78e240fb7a0,0
1,16397,0,CHEMISTRY,SILAN 450 ML BLACK,0,NaN,NaN,61ee03708281e78e240fb7a4,0
1,10237,0,CHEMISTRY,SOFTLAN P?YN DO P?UKANIA 1L ZITRONEN,0,NaN,NaN,61ee03708281e78e240fb7b5,0
1,15246,0,CHEMISTRY,PAPIER KOLOROWY A5,0,NaN,NaN,61ee03708281e78e240fb60d,0
1,1274,0,CHEMISTRY,PAPIER SNIADANIOWY ARKUSZ,0,NaN,NaN,61ee03708281e78e240fb613,0
1,4142,0,CHEMISTRY,PAPIER TOAL.AHA 4 SZT,0,NaN,NaN,61ee03708281e78e240fb624,0
1,6859,0,CHEMISTRY,PAPIER TOALETOWY VELVET 8+2 GR,0,NaN,NaN,61ee03708281e78e240fb64b,0
1,1288,0,CHEMISTRY,PASTA  COLODENT 100 ML MOCNE ZEBY,0,NaN,NaN,61ee03708281e78e240fb64d,0
1,8855,2,CHEMISTRY,PASTA DO ZEBOW COLODENT 100 ML MOCNE DZI,0,NaN,NaN,61ee03708281e78e240fb667,0
1,3102,0,CHEMISTRY,PLYN DO NACZYN 500 ML ARO CYTR,0,NaN,NaN,61ee03708281e78e240fb6bd,0
1,4664,0,CHEMISTRY,PLYN DO PLUKANIA 1 L NIEBIESKI,0,NaN,NaN,61ee03708281e78e240fb6c2,0
1,7288,0,CHEMISTRY,PLYN E DO P?UKANIA 500ML FLOWER,0,NaN,NaN,61ee03708281e78e240fb6cf,0
1,2894,0,CHEMISTRY,PLYN SIDOLUX D/OCHR.I NABL.DREWNA 0.5L,0,NaN,NaN,61ee03708281e78e240fb6db,0
1,17056,0,CHEMISTRY,PODPASKI BELLA NOWA 10SZT DEO,0,NaN,NaN,61ee03708281e78e240fb6f3,0
1,795,0,CHEMISTRY,PODPASKI BELLA NOWA KOMFORT,0,NaN,NaN,61ee03708281e78e240fb6f4,0
1,4673,0,CHEMISTRY,PROSZEK DO PRANIA 5 KG,0,NaN,NaN,61ee03708281e78e240fb713,0
1,6720,0,CHEMISTRY,PUZLE CZERWONY KAPTUREK 120,0,NaN,NaN,61ee03708281e78e240fb73c,0
1,8273,0,CHEMISTRY,REX CRISTAL 300 G,0,NaN,NaN,61ee03708281e78e240fb766,0
1,18713,0,CHEMISTRY,SCIERKI PRIMA 10 SZT,0,NaN,NaN,61ee03708281e78e240fb783,0
1,4850,0,CHEMISTRY,SIDOLUX 750 ML,0,NaN,NaN,61ee03708281e78e240fb789,0
1,4547,0,CHEMISTRY,SILAN 1 L PLYN DO PLUKANIA,0,NaN,NaN,61ee03708281e78e240fb79b,0
1,9677,0,CHEMISTRY,SILAN 2 L NATURAL,0,NaN,NaN,61ee03708281e78e240fb7a1,0
1,4973,0,CHEMISTRY,SKAKANKA,0,NaN,NaN,61ee03708281e78e240fb7ad,0
1,6002,0,CHEMISTRY,SOL DO PLUKANIA TKANIN 150 G,0,NaN,NaN,61ee03708281e78e240fb7b8,0
1,17243,0,CHEMISTRY,SOL DO ZMYWAREK,0,NaN,NaN,61ee03708281e78e240fb7b9,0
1,16853,0,CHEMISTRY,SOMAT EXTRA GOLD 24 TAB+GRATIS,0,NaN,NaN,61ee03708281e78e240fb7bc,0
1,2664,0,CHEMISTRY,SZ KRET DO RUR,0,NaN,NaN,61ee03708281e78e240fb7ce,0
1,17771,0,CHEMISTRY,PALETTE 575,0,NaN,NaN,61ee03708281e78e240fb5f4,0
1,18935,0,CHEMISTRY,PAPIER KOLOR,0,NaN,NaN,61ee03708281e78e240fb609,0
1,18934,0,CHEMISTRY,PAPIER KOLOR 8,0,NaN,NaN,61ee03708281e78e240fb60a,0
1,19021,0,CHEMISTRY,PAPIER SNIADANIOWY  ROLKA,0,NaN,NaN,61ee03708281e78e240fb611,0
1,4871,0,CHEMISTRY,PAPIER TOAL REGINA 12 ROLEK,0,NaN,NaN,61ee03708281e78e240fb61b,0
1,13841,0,CHEMISTRY,PAPIER TOALET AHA 8 SZT ZAPACH,0,NaN,NaN,61ee03708281e78e240fb631,0
1,160,0,CHEMISTRY,PAPIER TOALET JOKER BANDEROLA,0,NaN,NaN,61ee03708281e78e240fb632,0
