id,id_Date,Date,PKod,Pgroup,Pname,Pquantity,pce_zn,pwa_zn,pce_sn,pwa_sn,pce_sb,pwa_sb,pudzsb,pmarza,pmarzajedn,pkwmarza,pudzmarza,id
1952,38,01/02/2018,8432,CHIPS_FLAKES,CHRUPKI STAR HYPER PIZZA 58G,1,1.11,1.11,1.57,1.57,1.65,1.65,0,29.3,0.46,0.46,0,
1953,38,01/02/2018,8501,SWEETS,CHRUPKI STAR ORZECH  58 G,1,1.11,1.11,1.61,1.61,1.69,1.69,0,31.06,0.5,0.5,0.01,
1954,38,01/02/2018,17562,COOKIES_BULK,CHRUSCIKI /PACZKI LUZ,2.62,13.94,36.51,16.08,42.14,17.38,45.53,0.06,13.36,2.15,5.63,0.06,
1955,38,01/02/2018,4530,SWEETS,CHRUSCIKI/CIASTA ROZNE KG,5.99,22.55,135,23.28,139.36,25.15,150.54,0.18,3.13,0.73,4.36,0.05,
1956,38,01/02/2018,17064,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,CHRZAN DYMECKI 200G,4,1.71,6.84,2.2,8.8,2.38,9.52,0.01,22.27,0.49,1.96,0.02,
1957,38,01/02/2018,2473,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,CHRZAN TARTY 160G VICTUS,2,1.65,3.3,2.31,4.62,2.49,4.98,0.01,28.57,0.66,1.32,0.01,
1958,38,01/02/2018,16742,OCCASIONAL,CHUSTECZKA HIGIENICZNA,106,0.18,19.08,0.28,29.68,0.35,37.1,0.05,35.71,0.1,10.6,0.11,
1959,38,01/02/2018,15619,CHEMISTRY,CHUSTECZKI DO HIG/INTYMNEJ 20,1,3.72,3.72,5.32,5.32,6.54,6.54,0.01,30.08,1.6,1.6,0.02,
1960,38,01/02/2018,8189,CHEMISTRY,CHUSTECZKI DO KOLOROW 10 SZT,1,6.11,6.11,8.73,8.73,10.74,10.74,0.01,30.01,2.62,2.62,0.03,
1961,38,01/02/2018,17045,CHEMISTRY,CHUSTECZKI HAPPY NAS/ 64 SZT,1,3.11,3.11,4.87,4.87,5.99,5.99,0.01,36.14,1.76,1.76,0.02,
1962,38,01/02/2018,3666,SWEETS,CIASTKA BEZY LUZ,0.17,13.94,2.37,23.18,3.94,25,4.25,0.01,39.85,9.24,1.57,0.02,
1963,38,01/02/2018,467,COOKIES_BULK,CIASTKA CUKRY NYSKIE,0.18,12.51,2.19,17.2,3.01,21.14,3.7,0,27.24,4.69,0.82,0.01,
1964,38,01/02/2018,6062,SWEETS,CIASTKA DESIMO MORELA 135 G,1,1.31,1.31,1.86,1.86,2.29,2.29,0,29.57,0.55,0.55,0.01,
1965,38,01/02/2018,19239,SWEETS,CIASTKA HIT 220G CZEKOLADA,3,2.69,8.07,4.06,12.18,4.99,14.97,0.02,33.74,1.37,4.11,0.04,
1966,38,01/02/2018,5489,COOKIES_BULK,CIASTKA JIW KG,1.34,6.25,8.35,9.26,12.36,10,13.35,0.02,32.44,3,4.01,0.04,
1967,38,01/02/2018,8275,GENERAL,CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G,5,1.96,9.8,2.92,14.6,3.59,17.95,0.02,32.88,0.96,4.8,0.05,
1968,38,01/02/2018,8084,SWEETS,CIASTKA KRAKUSKI FLORIANKI 171G,2,2.9,5.8,4.06,8.12,4.99,9.98,0.01,28.57,1.16,2.32,0.02,
1969,38,01/02/2018,17219,SWEETS,CIASTKA KRAKUSKI SERDUSZKA 171 G,4,2.9,11.6,4.06,16.24,4.99,19.96,0.02,28.57,1.16,4.64,0.05,
1970,38,01/02/2018,11726,COOKIES_BULK,CIASTKA MARKIZY MIX,0.94,11.04,10.32,15.4,14.4,18.93,17.7,0.02,28.33,4.36,4.08,0.04,
1971,38,01/02/2018,11729,SWEETS,CIASTKA PALUSZKI 144G WISNIA,3,2.98,8.94,4.06,12.18,4.99,14.97,0.02,26.6,1.08,3.24,0.03,
1972,38,01/02/2018,7514,SWEETS,CIASTKA SONATA 125 G DESEROWA,1,3.45,3.45,4.79,4.79,5.89,5.89,0.01,27.97,1.34,1.34,0.01,
1973,38,01/02/2018,8641,SWEETS,CIASTKA TAGUS 29 G TRUSKAWKA,15,0.67,10.05,1.05,15.75,1.29,19.35,0.02,36.19,0.38,5.7,0.06,
1974,38,01/02/2018,4764,GENERAL,CIASTO FRANCUSKIE 375 G,2,3.37,6.74,4.75,9.5,4.99,9.98,0.01,29.05,1.38,2.76,0.03,
1975,38,01/02/2018,10936,CHEMISTRY,CIF LEMON NEW 500ML,1,6.61,6.61,8.61,8.61,10.59,10.59,0.01,23.23,2,2,0.02,
1976,38,01/02/2018,2158,CHEMISTRY,CLIN DO SZYB 500 ML Z DOZOWNIKIEM,2,3.99,7.98,5.68,11.36,6.99,13.98,0.02,29.75,1.69,3.38,0.04,
1977,38,01/02/2018,2905,CHEMISTRY,CLIN ZAPAS 500 ML,1,2.7,2.7,4.46,4.46,5.49,5.49,0.01,39.46,1.76,1.76,0.02,
1978,38,01/02/2018,2906,CHEMISTRY,CLIN ZAPAS 500 ML,1,2.7,2.7,4.46,4.46,5.49,5.49,0.01,39.46,1.76,1.76,0.02,
1979,38,01/02/2018,8005,CHEMISTRY,COLGATE SZCZOTECZKA PLUS MEDIUM,2,1.65,3.3,3.3,6.6,4.06,8.12,0.01,50,1.65,3.3,0.03,
1980,38,01/02/2018,4886,GENERAL_FOOD,CUKIER 1KG,18,1.56,28.06,2.12,38.16,2.29,41.22,0.05,26.47,0.56,10.1,0.11,
1981,38,01/02/2018,9230,GENERAL_FOOD,CUKIER BIALY 1KG,1,1.85,1.85,2.12,2.12,2.29,2.29,0,12.74,0.27,0.27,0,
1982,38,01/02/2018,9139,GENERAL_FOOD,CUKIER BIALY 1KG,7,1.69,11.83,2.12,14.84,2.29,16.03,0.02,20.28,0.43,3.01,0.03,
1983,38,01/02/2018,14008,GENERAL_FOOD,CUKIER BIALY 1KG,30,1.63,49.02,2.12,63.6,2.29,68.7,0.08,22.92,0.49,14.58,0.15,
1984,38,01/02/2018,3810,GENERAL_FOOD,CUKIER PUDER 0_4KG JARACZEWO,15,1.42,21.3,2.03,30.45,2.19,32.85,0.04,30.05,0.61,9.15,0.1,
1985,38,01/02/2018,17978,GENERAL_FOOD,CUKIER TRZCINOWY SANTE 500G,1,2.99,2.99,4.6,4.6,4.97,4.97,0.01,35,1.61,1.61,0.02,
1986,38,01/02/2018,2396,SPICES,CUKIER WANILIOWY 32 G CYKORIA,4,0.49,1.96,0.7,2.8,0.86,3.44,0,30,0.21,0.84,0.01,
1987,38,01/02/2018,16950,COOKIES_BULK,CUKIERKI BARON SW 1KG,0.55,14,7.7,18.69,10.28,23,12.65,0.02,25.1,4.69,2.58,0.03,
1988,38,01/02/2018,3667,SWEETS,CUKIERKI CHOCOMILA -ROSHEN,0.22,9.91,2.18,14.64,3.22,18,3.96,0,32.3,4.73,1.04,0.01,
1989,38,01/02/2018,9314,COOKIES_BULK,CUKIERKI KROWKA WAWEL/SOLIDARNOSC,0.37,14.19,5.25,20.3,7.51,24.97,9.24,0.01,30.09,6.11,2.26,0.02,
1990,38,01/02/2018,4848,COOKIES_BULK,CUKIERKI MLECZNE /CHOCO/ROSHEN,2.29,13.02,29.74,18.69,42.71,22.99,52.54,0.06,30.37,5.68,12.97,0.14,
1991,38,01/02/2018,10335,COOKIES_BULK,CUKIERKI TOFFIX MIX IGLO,0.23,9.91,2.28,16.26,3.74,20,4.6,0.01,39.04,6.35,1.46,0.02,
1992,38,01/02/2018,17540,COOKIES_BULK,CUKIERKI VALENTINO SZT,39,0.25,9.75,0.32,12.48,0.39,15.21,0.02,21.88,0.07,2.73,0.03,
1993,38,01/02/2018,8158,MEAT,CWIARTKA Z KURCZAKA KG,0.89,5.59,4.95,7.99,7.07,8.4,7.43,0.01,29.99,2.4,2.12,0.02,
1994,38,01/02/2018,8623,GENERAL,CWIKLA Z CHRZANEM 300 G SLON/OGROD,4,1.35,5.4,1.94,7.76,2.09,8.36,0.01,30.41,0.59,2.36,0.02,
1995,38,01/02/2018,4870,GENERAL_FOOD,CYKORIA BUDYN SMIETANKOWY B/C 40 G,9,0.55,4.95,0.73,6.57,0.79,7.11,0.01,24.66,0.18,1.62,0.02,
1996,38,01/02/2018,15306,SPICES,CYKORIA KURKUMA 15 G,2,0.52,1.04,0.7,1.4,0.86,1.72,0,25.71,0.18,0.36,0,
1997,38,01/02/2018,19369,SPICES,CYKORIA POSYPKA KAKAOWA 50G,6,1.03,6.18,0.69,4.14,0.85,5.1,0.01,-49.28,-0.34,-2.04,-0.02,
1998,38,01/02/2018,11564,GENERAL_FOOD,CYKORIA SNIEZKA 60 G,3,1.09,3.27,1.5,4.5,1.62,4.86,0.01,27.33,0.41,1.23,0.01,
1999,38,01/02/2018,13593,GROATS_RICE_PASTA,CYKORIA SOS BIALY 25 G,3,1.01,3.03,1.38,4.14,1.49,4.47,0.01,26.81,0.37,1.11,0.01,
2000,38,01/02/2018,1372,GENERAL,CZEK ALPEN GOLD 100G ORZECH,2,2.04,4.08,3.05,6.1,3.75,7.5,0.01,33.11,1.01,2.02,0.02,
2001,38,01/02/2018,5795,SWEETS,CZEK AMELIA MLECZNA 100G,3,1.39,4.17,2.02,6.06,2.49,7.47,0.01,31.19,0.63,1.89,0.02,
2002,38,01/02/2018,8647,SWEETS,CZEKOLADA BARON 100 G WALWNTYNKOWA,7,2.78,19.46,4.06,28.42,4.99,34.93,0.04,31.53,1.28,8.96,0.09,
2003,38,01/02/2018,6298,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,CZEKOLADA NA GORACO LA FEST 25 G,4,0.56,2.24,0.92,3.68,0.99,3.96,0,39.13,0.36,1.44,0.02,
2004,38,01/02/2018,6337,DAIRY_CHESSE,DA DANIO 140 G SASZETKA TRUSK,1,1.91,1.91,2.45,2.45,2.57,2.57,0,22.04,0.54,0.54,0.01,
2005,38,01/02/2018,3561,DAIRY_CHESSE,DA DANIO 140 G WANILIA SASZETKA,2,1.69,3.38,1.71,3.42,1.8,3.59,0,1.17,0.02,0.04,0,
2006,38,01/02/2018,8720,DAIRY_CHESSE,DA DANIO 2 WARSTWY,3,1.59,4.77,1.82,5.46,1.91,5.73,0.01,12.64,0.23,0.69,0.01,
2007,38,01/02/2018,8721,DAIRY_CHESSE,DA DANIO 2 WARSTWY,7,1.59,11.13,2.18,15.26,2.29,16.03,0.02,27.06,0.59,4.13,0.04,
2008,38,01/02/2018,8052,DAIRY_CHESSE,DA DANIO WANILIOWY 140G,12,1.17,14.04,1.61,19.32,1.69,20.28,0.02,27.33,0.44,5.28,0.06,
2009,38,01/02/2018,17429,DAIRY_CHESSE,DA DANONE GRATKA 115 G,15,0.55,8.25,0.75,11.25,0.79,11.85,0.01,26.67,0.2,3,0.03,
2010,38,01/02/2018,14892,DAIRY_CHESSE,DA DANONKI MEGA BRZOSK/JAGODA,1,5.25,5.25,7,7,7.35,7.35,0.01,25,1.75,1.75,0.02,
2011,38,01/02/2018,7802,DAIRY_CHESSE,DA DANONKI MEGA TRUSKAWKA/BANAN,2,3.75,7.5,6.07,12.14,6.37,12.74,0.02,38.22,2.32,4.64,0.05,
2012,38,01/02/2018,3487,DAIRY_CHESSE,DA DANONKI TRUSKAWE 4X50G,5,2.76,13.82,3.8,19,3.99,19.95,0.02,27.26,1.04,5.18,0.05,
2013,38,01/02/2018,3192,DAIRY_CHESSE,DA DANONKI WANILIOWE 4X50G,5,2.72,13.6,3.8,19,3.99,19.95,0.02,28.42,1.08,5.4,0.06,
2014,38,01/02/2018,4294,DAIRY_CHESSE,DA FANTASIA 100 G KULKI CZEKOL/,3,1.28,3.84,1.9,5.7,1.99,5.97,0.01,32.63,0.62,1.86,0.02,
2015,38,01/02/2018,15905,DAIRY_CHESSE,DA FANTASIA Z CZEKOLADA 110G,2,1.35,2.7,1.9,3.8,1.99,3.98,0,28.95,0.55,1.1,0.01,
2016,38,01/02/2018,7981,DAIRY_CHESSE,DA FANTAZJA LOVE 98 G,1,1.32,1.32,1.9,1.9,1.99,1.99,0,30.53,0.58,0.58,0.01,
2017,38,01/02/2018,7804,DAIRY_CHESSE,DA FANTAZJA TRUSKA 122G,2,1.48,2.96,0.95,1.9,1,2,0,-55.79,-0.53,-1.06,-0.01,
2018,38,01/02/2018,7803,DAIRY_CHESSE,DA FANTAZJA WISNIA 122G,3,1.35,4.05,0.95,2.85,1,2.99,0,-42.11,-0.4,-1.2,-0.01,
2019,38,01/02/2018,18956,DAIRY_CHESSE,DA GRATKA DO PICIA TRUSK/170G,1,0.89,0.89,1.23,1.23,1.29,1.29,0,27.64,0.34,0.34,0,
2020,38,01/02/2018,2731,LUNCH DINING DISHES,DANIE KACHNY FLACZKI W ROSOLE,1,3.9,3.9,5.7,5.7,5.99,5.99,0.01,31.58,1.8,1.8,0.02,
2021,38,01/02/2018,9150,GENERAL_FOOD,DANIE KACHNY KLOPSIKI 500 G W SOSIE KOPE,2,2.4,4.8,3.99,7.98,4.19,8.38,0.01,39.85,1.59,3.18,0.03,
2022,38,01/02/2018,4808,LUNCH DINING DISHES,DANIE KACHNY PULPETY,1,2.78,2.78,4.18,4.18,4.39,4.39,0.01,33.49,1.4,1.4,0.01,
2023,38,01/02/2018,7546,GROATS_RICE_PASTA,DANIE KACHNY STROGONOW 500 G,1,4,4,5.7,5.7,5.99,5.99,0.01,29.82,1.7,1.7,0.02,
2024,38,01/02/2018,7075,GENERAL,DELECTA AROMAT ARAKOWY,1,1,1,1.37,1.37,1.69,1.69,0,27.01,0.37,0.37,0,
2025,38,01/02/2018,9701,DAIRY_CHESSE,DELECTA MIX DO SMIETANY,25,0.77,19.35,1.13,28.25,1.22,30.5,0.04,31.5,0.36,8.9,0.09,
2026,38,01/02/2018,5269,FISH,DELFINKI RYBNE PANIER/LUZ,1.02,7.48,7.63,9.51,9.7,9.99,10.19,0.01,21.34,2.03,2.07,0.02,
2027,38,01/02/2018,4967,SWEETS,DELICJE POMARANCZOWE 147G,5,2.19,10.95,3.24,16.2,3.99,19.95,0.02,32.41,1.05,5.25,0.05,
2028,38,01/02/2018,5331,SWEETS,DELICJE WISNIOWE 294G WEDEL,2,4.23,8.46,5.43,10.86,6.68,13.36,0.02,22.1,1.2,2.4,0.03,
2029,38,01/02/2018,17460,CHEMISTRY,DENATURAT 500ML BOS,1,2.09,2.09,2.89,2.89,3.55,3.55,0,27.68,0.8,0.8,0.01,
2030,38,01/02/2018,10234,DAIRY_CHESSE,DESER CZARUS 150GR Z MALINAMI,1,1.27,1.27,1.66,1.66,1.79,1.79,0,23.49,0.39,0.39,0,
2031,38,01/02/2018,1654,DAIRY_CHESSE,DESER JANA CZEKOLADOWY 120G,15,1.18,17.7,1.9,28.5,1.99,29.85,0.04,37.89,0.72,10.8,0.11,
2032,38,01/02/2018,1653,DAIRY_CHESSE,DESER JANA WANILIOWY 120GR,15,1.32,19.8,1.9,28.5,1.99,29.85,0.04,30.53,0.58,8.7,0.09,
2033,38,01/02/2018,6501,DAIRY_CHESSE,DESER MONTE 120 G KARMEL PLUS ORZECH,4,2.15,8.6,2.85,11.4,2.99,11.96,0.01,24.56,0.7,2.8,0.03,
2034,38,01/02/2018,12757,GENERAL_FOOD,DESER MONTE 150 G CZEKOL,27,1.91,51.68,2.77,74.79,2.99,80.73,0.1,30.9,0.86,23.11,0.24,
2035,38,01/02/2018,4288,DAIRY_CHESSE,DESER MONTE CAPUCCINO 125 G,3,1.79,5.37,2.68,8.04,2.89,8.67,0.01,33.21,0.89,2.67,0.03,
2036,38,01/02/2018,3911,GENERAL,DESER MONTE CRUNCHY 125 G,7,2.17,15.18,2.93,20.51,3.16,22.12,0.03,25.99,0.76,5.33,0.06,
2037,38,01/02/2018,3669,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DESER MONTE WAFFLE 125 G,6,1.67,10.02,2.68,16.08,2.89,17.34,0.02,37.69,1.01,6.06,0.06,
2038,38,01/02/2018,8421,DAIRY_CHESSE,DESER RISO 175 G GRUSZKA,1,1.48,1.48,2.03,2.03,2.19,2.19,0,27.09,0.55,0.55,0.01,
2039,38,01/02/2018,5595,OCCASIONAL,DLUGOPIS NIEBIESKI,1,0.52,0.52,0.8,0.8,0.99,0.99,0,35,0.28,0.28,0,
2040,38,01/02/2018,17591,CHEMISTRY,DOMESTOS 750 ML ATLANTIC,1,5.27,5.27,7.85,7.85,9.66,9.66,0.01,32.87,2.58,2.58,0.03,
2041,38,01/02/2018,8095,SPICES,DR CIASTO BABECZKI Z P?ATKAMI CZEKOL/300,1,5.32,5.32,8.56,8.56,8.99,8.99,0.01,37.85,3.24,3.24,0.03,
2042,38,01/02/2018,6791,SPICES,DR O AROMAT WANILIA 9ML,1,1.07,1.07,1.5,1.5,1.85,1.85,0,28.67,0.43,0.43,0,
2043,38,01/02/2018,690,SPICES,DR O CUKIER WANILIOWY  16G,25,0.52,13,0.59,14.64,0.72,17.94,0.02,11.2,0.07,1.64,0.02,
2044,38,01/02/2018,8529,GENERAL,DR O KISIEL SLODKA CHWILA 32 G TRUS,4,1.18,4.72,1.48,5.92,1.6,6.41,0.01,20.27,0.3,1.2,0.01,
2045,38,01/02/2018,765,SPICES,DR O PROSZEK DO PIECZENIA  30G,19,0.37,7.03,0.72,13.68,0.88,16.72,0.02,48.61,0.35,6.65,0.07,
2046,38,01/02/2018,8530,GENERAL,DR OETKER KISIEL SLODKS CHWILA 32 G MAL,6,1.18,7.08,1.69,10.14,1.83,10.98,0.01,30.18,0.51,3.06,0.03,
2047,38,01/02/2018,6483,VEGETABLES,DR POLEWA MLECZNA TWARDA,1,1.94,1.94,3.06,3.06,3.76,3.76,0,36.6,1.12,1.12,0.01,
2048,38,01/02/2018,6911,SWEETS,DR/O CIASTO BABECZKI,1,6.5,6.5,4.29,4.29,4.5,4.5,0.01,-51.52,-2.21,-2.21,-0.02,
2049,38,01/02/2018,6794,GENERAL_FOOD,DR/O CIASTO KOPIEC KRETA,1,6.69,6.69,4.41,4.41,4.63,4.63,0.01,-51.7,-2.28,-2.28,-0.02,
2050,38,01/02/2018,1367,GENERAL_FOOD,DR/OET BUDYN SLODKA CHWILA WANILIA,1,0.98,0.98,0.69,0.69,0.74,0.74,0,-42.03,-0.29,-0.29,0,
2051,38,01/02/2018,1310,SWEETS,DRAZE SKAWA  CZEKOL/70G,3,0.84,2.52,1.29,3.87,1.59,4.77,0.01,34.88,0.45,1.35,0.01,
2052,38,01/02/2018,1308,SWEETS,DRAZE SMIETANKOWE 70G SKAWA,4,0.84,3.36,1.29,5.16,1.59,6.36,0.01,34.88,0.45,1.8,0.02,
2053,38,01/02/2018,3094,SWEETS,DROPS HALLS MIOD CYTRYNA 33_5G,2,1.35,2.7,2.02,4.04,2.49,4.98,0.01,33.17,0.67,1.34,0.01,
2054,38,01/02/2018,368,DAIRY_CHESSE,DROZDZE BABUNI ROTEX,36,0.8,28.8,1.01,36.22,1.24,44.51,0.05,20.49,0.21,7.42,0.08,
2055,38,01/02/2018,8887,BREAD,DROZDZOWKA DROZDZOWA,160,1.34,214.05,1.62,259.2,1.75,280,0.34,17.42,0.28,45.15,0.47,
2056,38,01/02/2018,15491,GENERAL_FOOD,DZEM SL/OGROD WISNIA 280G,4,1.81,7.24,2.49,9.96,2.69,10.76,0.01,27.31,0.68,2.72,0.03,
2057,38,01/02/2018,16186,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DZEM SLONECZNY OGROD BRZOSKWINIOWY 280G/,1,1.74,1.74,2.49,2.49,2.69,2.69,0,30.12,0.75,0.75,0.01,
2058,38,01/02/2018,19847,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DZEM SLONECZNY OGROD CZARNA PORZECZ/280G,5,1.82,9.11,2.49,12.45,2.69,13.45,0.02,26.83,0.67,3.34,0.03,
2059,38,01/02/2018,16152,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,DZEM SLONECZNY OGROD TRUSKAWKOWY 280G,12,1.83,21.9,2.5,30.01,2.7,32.42,0.04,27.02,0.68,8.11,0.08,
2060,38,01/02/2018,17286,GENERAL_FOOD,DZEM WISNIOWY WY/SLODZ 310 G,1,3.28,3.28,4.16,4.16,4.49,4.49,0.01,21.15,0.88,0.88,0.01,
2061,38,01/02/2018,8184,CHEMISTRY,E DO PLUKANIA 1_8 L KONC,1,6.69,6.69,9.56,9.56,11.76,11.76,0.01,30.02,2.87,2.87,0.03,
2062,38,01/02/2018,8648,CHEMISTRY,E DO PLUKANIA ELEGANCE PERFUM 0_9 L,1,4.33,4.33,6.25,6.25,7.69,7.69,0.01,30.72,1.92,1.92,0.02,
2063,38,01/02/2018,3579,CHEMISTRY,E PLYN DO PLUKANIA 1 L,1,4.59,4.59,6.5,6.5,7.99,7.99,0.01,29.38,1.91,1.91,0.02,
2064,38,01/02/2018,4126,CHEMISTRY,E PROSZEK 300 G COLOR,2,2.51,5.01,3.73,7.46,4.59,9.18,0.01,32.84,1.23,2.45,0.03,
2065,38,01/02/2018,2292,CHEMISTRY,E PROSZEK 300G WHITE,2,2.46,4.92,3.73,7.46,4.59,9.18,0.01,34.05,1.27,2.54,0.03,
2066,38,01/02/2018,2933,COFFEE TEA,EKOLAND HERBATA MALINOWA 300GR TORE,1,2.81,2.81,3.97,3.97,4.29,4.29,0.01,29.22,1.16,1.16,0.01,
2067,38,01/02/2018,4415,COFFEE TEA,EKOLAND HERBATA OWOCE LE?NE 300GR TOR,2,2.49,4.98,3.69,7.38,3.99,7.98,0.01,32.52,1.2,2.4,0.03,
2068,38,01/02/2018,6603,SWEETS,EUROPAPIER DUZY,8,0.27,2.16,0.5,4,0.62,4.96,0.01,46,0.23,1.84,0.02,
2069,38,01/02/2018,8028,CHEMISTRY,EVA SIMPLE 500 ML SZAMPON Z JEDWABIEM,1,3.63,3.63,5.59,5.59,6.87,6.87,0.01,35.06,1.96,1.96,0.02,
2070,38,01/02/2018,4950,CHEMISTRY,FAIRY 1 L APPLE,1,3.97,3.97,6.41,6.41,7.89,7.89,0.01,38.07,2.44,2.44,0.03,
2071,38,01/02/2018,8122,CHEMISTRY,FARBY PLAKATOWE 6 KOLOR,1,3.65,3.65,5.37,5.37,6.61,6.61,0.01,32.03,1.72,1.72,0.02,
2072,38,01/02/2018,11440,SPICES,FASOLA  PIEKNY JAS 400G KROS,6,3.71,22.26,5.7,34.2,5.99,35.94,0.04,34.91,1.99,11.94,0.12,
2073,38,01/02/2018,11441,SPICES,FASOLA BIALA  500 G,1,4.93,4.93,5.7,5.7,5.99,5.99,0.01,13.51,0.77,0.77,0.01,
2074,38,01/02/2018,8591,GENERAL,FASOLA BIALA 400G SLON/OGROD,5,1.25,6.24,1.84,9.2,1.99,9.95,0.01,32.17,0.59,2.96,0.03,
2075,38,01/02/2018,4626,CANNED_PATE,FASOLA BIALA DAWTONA 400GR,2,1.63,3.26,2.55,5.1,2.75,5.5,0.01,36.08,0.92,1.84,0.02,
2076,38,01/02/2018,7698,VEGETABLES,FASOLA CZERWONA 400 G,2,3,6,4.11,8.22,4.32,8.64,0.01,27.01,1.11,2.22,0.02,
2077,38,01/02/2018,15998,KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH,FASOLA CZERWONA SLONECZNY OGROD 400G/,9,1.47,13.23,2.31,20.79,2.49,22.41,0.03,36.36,0.84,7.56,0.08,
2078,38,01/02/2018,2640,CANNED_PATE,FASOLA CZERWONA/DAWTONA 400G,6,1.63,9.78,2.31,13.86,2.49,14.94,0.02,29.44,0.68,4.08,0.04,
2079,38,01/02/2018,13007,ICE_CREAMS_FROZEN,FASOLA SZPARAGOWA ZIELONA 450 G,1,3.2,3.2,4.37,4.37,4.59,4.59,0.01,26.77,1.17,1.17,0.01,
2080,38,01/02/2018,8531,GENERAL,FASOLKA Z?TA 400 G MROZONA,2,3.27,6.54,4.61,9.22,4.84,9.68,0.01,29.07,1.34,2.68,0.03,
2081,38,01/02/2018,4268,SWEETS,FERRERO ROCHER 100 G,1,8.57,8.57,11.95,11.95,14.7,14.7,0.02,28.28,3.38,3.38,0.04,
2082,38,01/02/2018,4991,FISH,FILET  ZAPIEKANY SEREM ZOLTYM,1.02,23.51,23.91,27.44,27.91,28.82,29.31,0.04,14.33,3.93,4,0.04,
2083,38,01/02/2018,1780,FISH,FILET Z LIMANDA MROZONY KG,1.14,13.2,15.05,18.09,20.62,18.99,21.65,0.03,27.01,4.89,5.57,0.06,
2084,38,01/02/2018,5839,FISH,FILET Z MINTAJA MROZONY,0.7,6.36,4.45,9.13,6.39,9.59,6.71,0.01,30.36,2.77,1.94,0.02,
2085,38,01/02/2018,13665,ICE_CREAMS_FROZEN,FILET Z MIRUNY,3.2,17.85,57.09,22.85,73.07,23.99,76.72,0.09,21.87,5,15.98,0.17,
2086,38,01/02/2018,18750,FISH,FILETY SLEDZ_W SMIETANIE MARINUS 250 G,2,3.5,7,4.94,9.88,5.19,10.38,0.01,29.15,1.44,2.88,0.03,
2087,38,01/02/2018,13610,FISH,FILETY SLEDZIOWE OPIEKANE 800G,1,6.57,6.57,10.47,10.47,10.99,10.99,0.01,37.25,3.9,3.9,0.04,
2088,38,01/02/2018,5844,FISH,FILETY SLEDZIOWE W OLEJU 170 G,1,3.33,3.33,4.62,4.62,4.85,4.85,0.01,27.92,1.29,1.29,0.01,
2089,38,01/02/2018,19465,FISH,FILETY SLEDZIOWE W POMIDZ/170 G,4,2.51,10.04,3.32,13.28,3.49,13.96,0.02,24.4,0.81,3.24,0.03,
2090,38,01/02/2018,11034,ICE_CREAMS_FROZEN,FILETY Z DORSZ B/S,1.12,23.38,26.19,20.91,23.42,21.96,24.59,0.03,-11.83,-2.47,-2.77,-0.03,
2091,38,01/02/2018,5379,FISH,FILETY Z MAKRELI W OLEJU 170 G FALA,3,3.75,11.25,5.4,16.2,5.67,17.01,0.02,30.56,1.65,4.95,0.05,
2092,38,01/02/2018,16080,FISH,FILETY Z MAKRELI W POMID/175 G,10,2.85,28.5,3.76,37.6,3.95,39.5,0.05,24.2,0.91,9.1,0.1,
2093,38,01/02/2018,8454,FISH,FILETY Z MAKRELI W SOSIE POMID/170 G GRA,3,3.72,11.16,5.1,15.3,5.36,16.08,0.02,27.06,1.38,4.14,0.04,
2094,38,01/02/2018,7699,FISH,FLIETY Z MAKRELI 100G ALA KETCHUP,2,3.62,7.24,4.94,9.88,5.19,10.38,0.01,26.72,1.32,2.64,0.03,
2095,38,01/02/2018,7112,CHEMISTRY,FOLIA ALUMINIOWA 10M PAN PACK,8,1.77,14.12,2.76,22.08,3.39,27.12,0.03,36.05,1,7.96,0.08,
2096,38,01/02/2018,14145,CHEMISTRY,FOLIA SPOZYWCZA 30M PACLAN,2,1.71,3.42,2.43,4.86,2.99,5.98,0.01,29.63,0.72,1.44,0.02,
2097,38,01/02/2018,8627,DRINK_JUICE,FORTUNA SOK POMARANCZ 0_3,3,1.8,5.4,1.99,5.97,2.09,6.27,0.01,9.55,0.19,0.57,0.01,
2098,38,01/02/2018,4815,MEAT,FRANKFUTERKI KG,0.51,23.71,12.09,23.75,12.11,24.92,12.71,0.02,0.17,0.04,0.02,0,
2099,38,01/02/2018,8983,GENERAL_FOOD,FRYTKI  KARBOWANE  750G,4,5.74,22.96,7.61,30.44,7.99,31.96,0.04,24.57,1.87,7.48,0.08,
2100,38,01/02/2018,8702,DAIRY_CHESSE,FRYTKI 750 VIKO,1,6.89,6.89,9.48,9.48,9.95,9.95,0.01,27.32,2.59,2.59,0.03,
2101,38,01/02/2018,6599,ICE_CREAMS_FROZEN,FRYTKI AVIKO 900 G,1,4.3,4.3,6.62,6.62,6.95,6.95,0.01,35.05,2.32,2.32,0.02,
